AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 11 5 0 0 8 
2 0 0 0 0 10 
3 0 0 3 1 8 
4 6 0 1 1 8 
5 0 0 0 0 10 
6 2 4 0 0 9 
7 0 0 3 1 8 
8 0 0 0 0 10 
9 0 0 3 1 8 
10 0 7 2 1 7 
