#rank requests AS=1 AS=2 AS=3 AS=4 AS=5 AS=6 AS=7 AS=8
693 2 0 0 0 0 0 0 0 0
694 1 0 0 0 0 0 0 0 0
695 0 0 0 0 0 0 0 0 0
696 4 0 0 0 0 0 0 0 0
697 0 0 0 0 0 0 0 0 0
698 1 0 0 0 0 0 0 0 0
699 3 0 0 0 0 0 0 0 0
700 2 0 0 0 0 0 0 0 0
701 3 0 0 0 0 0 0 0 0
702 4 0 0 0 0 0 0 0 0
703 1 0 0 0 0 0 0 0 0
704 0 0 0 0 0 0 0 0 0
705 3 0 0 0 0 0 0 0 0
706 4 0 0 0 0 0 0 0 0
707 0 0 0 0 0 0 0 0 0
708 1 0 0 0 0 0 0 0 0
709 2 0 0 0 0 0 0 0 0
710 3 0 0 0 0 0 0 0 0
711 0 0 0 0 0 0 0 0 0
712 1 0 0 0 0 0 0 0 0
713 5 0 0 0 0 0 0 0 0
714 1 0 0 0 0 0 0 0 0
715 2 0 0 0 0 0 0 0 0
716 5 0 0 0 0 0 0 0 0
717 2 0 0 0 0 0 0 0 0
718 1 0 0 0 0 0 0 0 0
719 0 0 0 0 0 0 0 0 0
720 0 0 0 0 0 0 0 0 0
721 0 0 0 0 0 0 0 0 0
722 0 0 0 0 0 0 0 0 0
723 1 0 0 0 0 0 0 0 0
724 0 0 0 0 0 0 0 0 0
725 0 0 0 0 0 0 0 0 0
726 0 0 0 0 0 0 0 0 0
727 5 0 0 0 0 0 0 0 0
728 0 0 0 0 0 0 0 0 0
729 0 0 0 0 0 0 0 0 0
730 0 0 0 0 0 0 0 0 0
731 0 0 0 0 0 0 0 0 0
732 0 0 0 0 0 0 0 0 0
733 0 0 0 0 0 0 0 0 0
734 0 0 0 0 0 0 0 0 0
735 0 0 0 0 0 0 0 0 0
736 0 0 0 0 0 0 0 0 0
737 0 0 0 0 0 0 0 0 0
738 2 0 0 0 0 0 0 0 0
739 6 0 0 0 0 0 0 0 0
740 1 0 0 0 0 0 0 0 0
741 0 0 0 0 0 0 0 0 0
742 4 0 0 0 0 0 0 0 0
743 2 0 0 0 0 0 0 0 0
744 6 0 0 0 0 0 0 0 0
745 0 0 0 0 0 0 0 0 0
746 4 0 0 0 0 0 0 0 0
747 0 0 0 0 0 0 0 0 0
748 0 0 0 0 0 0 0 0 0
749 1 0 0 0 0 0 0 0 0
750 2 0 0 0 0 0 0 0 0
751 3 0 0 0 0 0 0 0 0
752 2 0 0 0 0 0 0 0 0
753 0 0 0 0 0 0 0 0 0
754 3 0 0 0 0 0 0 0 0
755 4 0 0 0 0 0 0 0 0
756 1 0 0 0 0 0 0 0 0
757 5 0 0 0 0 0 0 0 0
758 1 0 0 0 0 0 0 0 0
759 0 0 0 0 0 0 0 0 0
760 2 0 0 0 0 0 0 0 0
761 0 0 0 0 0 0 0 0 0
762 0 0 0 0 0 0 0 0 0
763 1 0 0 0 0 0 0 0 0
764 2 0 0 0 0 0 0 0 0
765 4 0 0 0 0 0 0 0 0
766 1 0 0 0 0 0 0 0 0
767 0 0 0 0 0 0 0 0 0
768 2 0 0 0 0 0 0 0 0
769 2 0 0 0 0 0 0 0 0
770 4 0 0 0 0 0 0 0 0
771 0 0 0 0 0 0 0 0 0
772 0 0 0 0 0 0 0 0 0
773 3 0 0 0 0 0 0 0 0
774 0 0 0 0 0 0 0 0 0
775 3 0 0 0 0 0 0 0 0
776 5 0 0 0 0 0 0 0 0
777 1 0 0 0 0 0 0 0 0
778 1 0 0 0 0 0 0 0 0
779 5 0 0 0 0 0 0 0 0
780 2 0 0 0 0 0 0 0 0
781 3 0 0 0 0 0 0 0 0
782 2 0 0 0 0 0 0 0 0
783 0 0 0 0 0 0 0 0 0
784 3 0 0 0 0 0 0 0 0
785 1 0 0 0 0 0 0 0 0
786 1 0 0 0 0 0 0 0 0
787 1 0 0 0 0 0 0 0 0
788 1 0 0 0 0 0 0 0 0
789 2 0 0 0 0 0 0 0 0
790 0 0 0 0 0 0 0 0 0
791 3 0 0 0 0 0 0 0 0
792 1 0 0 0 0 0 0 0 0
793 0 0 0 0 0 0 0 0 0
794 0 0 0 0 0 0 0 0 0
795 2 0 0 0 0 0 0 0 0
796 1 0 0 0 0 0 0 0 0
797 1 0 0 0 0 0 0 0 0
798 6 0 0 0 0 0 0 0 0
799 3 0 0 0 0 0 0 0 0
800 0 0 0 0 0 0 0 0 0
801 0 0 0 0 0 0 0 0 0
802 2 0 0 0 0 0 0 0 0
803 3 0 0 0 0 0 0 0 0
804 2 0 0 0 0 0 0 0 0
805 2 0 0 0 0 0 0 0 0
806 3 0 0 0 0 0 0 0 0
807 4 0 0 0 0 0 0 0 0
808 6 0 0 0 0 0 0 0 0
809 0 0 0 0 0 0 0 0 0
810 1 0 0 0 0 0 0 0 0
811 0 0 0 0 0 0 0 0 0
812 1 0 0 0 0 0 0 0 0
813 1 0 0 0 0 0 0 0 0
814 1 0 0 0 0 0 0 0 0
815 1 0 0 0 0 0 0 0 0
816 1 0 0 0 0 0 0 0 0
817 0 0 0 0 0 0 0 0 0
818 7 0 0 0 0 0 0 0 0
819 1 0 0 0 0 0 0 0 0
820 0 0 0 0 0 0 0 0 0
821 1 0 0 0 0 0 0 0 0
822 3 0 0 0 0 0 0 0 0
823 1 0 0 0 0 0 0 0 0
824 0 0 0 0 0 0 0 0 0
825 0 0 0 0 0 0 0 0 0
826 1 0 0 0 0 0 0 0 0
827 0 0 0 0 0 0 0 0 0
828 1 0 0 0 0 0 0 0 0
829 1 0 0 0 0 0 0 0 0
830 0 0 0 0 0 0 0 0 0
831 2 0 0 0 0 0 0 0 0
832 0 0 0 0 0 0 0 0 0
833 3 0 0 0 0 0 0 0 0
834 1 0 0 0 0 0 0 0 0
835 2 0 0 0 0 0 0 0 0
836 0 0 0 0 0 0 0 0 0
837 1 0 0 0 0 0 0 0 0
838 2 0 0 0 0 0 0 0 0
839 0 0 0 0 0 0 0 0 0
840 4 0 0 0 0 0 0 0 0
841 2 0 0 0 0 0 0 0 0
842 0 0 0 0 0 0 0 0 0
843 0 0 0 0 0 0 0 0 0
844 4 0 0 0 0 0 0 0 0
845 0 0 0 0 0 0 0 0 0
846 1 0 0 0 0 0 0 0 0
847 4 0 0 0 0 0 0 0 0
848 4 0 0 0 0 0 0 0 0
849 1 0 0 0 0 0 0 0 0
850 0 0 0 0 0 0 0 0 0
851 0 0 0 0 0 0 0 0 0
852 0 0 0 0 0 0 0 0 0
853 0 0 0 0 0 0 0 0 0
854 0 0 0 0 0 0 0 0 0
855 3 0 0 0 0 0 0 0 0
856 0 0 0 0 0 0 0 0 0
857 1 0 0 0 0 0 0 0 0
858 2 0 0 0 0 0 0 0 0
859 0 0 0 0 0 0 0 0 0
860 1 0 0 0 0 0 0 0 0
861 0 0 0 0 0 0 0 0 0
862 0 0 0 0 0 0 0 0 0
863 2 0 0 0 0 0 0 0 0
864 0 0 0 0 0 0 0 0 0
865 0 0 0 0 0 0 0 0 0
866 0 0 0 0 0 0 0 0 0
867 0 0 0 0 0 0 0 0 0
868 0 0 0 0 0 0 0 0 0
869 2 0 0 0 0 0 0 0 0
870 1 0 0 0 0 0 0 0 0
871 1 0 0 0 0 0 0 0 0
872 1 0 0 0 0 0 0 0 0
873 0 0 0 0 0 0 0 0 0
874 0 0 0 0 0 0 0 0 0
875 3 0 0 0 0 0 0 0 0
876 5 0 0 0 0 0 0 0 0
877 2 0 0 0 0 0 0 0 0
878 3 0 0 0 0 0 0 0 0
879 1 0 0 0 0 0 0 0 0
880 0 0 0 0 0 0 0 0 0
881 1 0 0 0 0 0 0 0 0
882 2 0 0 0 0 0 0 0 0
883 3 0 0 0 0 0 0 0 0
884 0 0 0 0 0 0 0 0 0
885 4 0 0 0 0 0 0 0 0
886 3 0 0 0 0 0 0 0 0
887 3 0 0 0 0 0 0 0 0
888 0 0 0 0 0 0 0 0 0
889 0 0 0 0 0 0 0 0 0
890 1 0 0 0 0 0 0 0 0
891 0 0 0 0 0 0 0 0 0
892 1 0 0 0 0 0 0 0 0
893 1 0 0 0 0 0 0 0 0
894 3 0 0 0 0 0 0 0 0
895 4 0 0 0 0 0 0 0 0
896 0 0 0 0 0 0 0 0 0
897 0 0 0 0 0 0 0 0 0
898 1 0 0 0 0 0 0 0 0
899 1 0 0 0 0 0 0 0 0
900 5 0 0 0 0 0 0 0 0
901 0 0 0 0 0 0 0 0 0
902 2 0 0 0 0 0 0 0 0
903 1 0 0 0 0 0 0 0 0
904 0 0 0 0 0 0 0 0 0
905 2 0 0 0 0 0 0 0 0
906 0 0 0 0 0 0 0 0 0
907 4 0 0 0 0 0 0 0 0
908 5 0 0 0 0 0 0 0 0
909 0 0 0 0 0 0 0 0 0
910 0 0 0 0 0 0 0 0 0
911 1 0 0 0 0 0 0 0 0
912 2 0 0 0 0 0 0 0 0
913 0 0 0 0 0 0 0 0 0
914 0 0 0 0 0 0 0 0 0
915 2 0 0 0 0 0 0 0 0
916 1 0 0 0 0 0 0 0 0
917 0 0 0 0 0 0 0 0 0
918 0 0 0 0 0 0 0 0 0
919 1 0 0 0 0 0 0 0 0
920 0 0 0 0 0 0 0 0 0
921 2 0 0 0 0 0 0 0 0
922 0 0 0 0 0 0 0 0 0
923 0 0 0 0 0 0 0 0 0
924 0 0 0 0 0 0 0 0 0
925 0 0 0 0 0 0 0 0 0
926 3 0 0 0 0 0 0 0 0
927 0 0 0 0 0 0 0 0 0
928 4 0 0 0 0 0 0 0 0
929 3 0 0 0 0 0 0 0 0
930 0 0 0 0 0 0 0 0 0
931 1 0 0 0 0 0 0 0 0
932 0 0 0 0 0 0 0 0 0
933 3 0 0 0 0 0 0 0 0
934 0 0 0 0 0 0 0 0 0
935 0 0 0 0 0 0 0 0 0
936 1 0 0 0 0 0 0 0 0
937 0 0 0 0 0 0 0 0 0
938 5 0 0 0 0 0 0 0 0
939 3 0 0 0 0 0 0 0 0
940 0 0 0 0 0 0 0 0 0
941 1 0 0 0 0 0 0 0 0
942 0 0 0 0 0 0 0 0 0
943 0 0 0 0 0 0 0 0 0
944 0 0 0 0 0 0 0 0 0
945 0 0 0 0 0 0 0 0 0
946 2 0 0 0 0 0 0 0 0
947 2 0 0 0 0 0 0 0 0
948 0 0 0 0 0 0 0 0 0
949 0 0 0 0 0 0 0 0 0
950 3 0 0 0 0 0 0 0 0
951 3 0 0 0 0 0 0 0 0
952 5 0 0 0 0 0 0 0 0
953 0 0 0 0 0 0 0 0 0
954 2 0 0 0 0 0 0 0 0
955 2 0 0 0 0 0 0 0 0
956 4 0 0 0 0 0 0 0 0
957 1 0 0 0 0 0 0 0 0
958 0 0 0 0 0 0 0 0 0
959 0 0 0 0 0 0 0 0 0
960 3 0 0 0 0 0 0 0 0
961 0 0 0 0 0 0 0 0 0
962 0 0 0 0 0 0 0 0 0
963 0 0 0 0 0 0 0 0 0
964 0 0 0 0 0 0 0 0 0
965 1 0 0 0 0 0 0 0 0
966 1 0 0 0 0 0 0 0 0
967 0 0 0 0 0 0 0 0 0
968 4 0 0 0 0 0 0 0 0
969 2 0 0 0 0 0 0 0 0
970 0 0 0 0 0 0 0 0 0
971 0 0 0 0 0 0 0 0 0
972 0 0 0 0 0 0 0 0 0
973 1 0 0 0 0 0 0 0 0
974 0 0 0 0 0 0 0 0 0
975 0 0 0 0 0 0 0 0 0
976 0 0 0 0 0 0 0 0 0
977 0 0 0 0 0 0 0 0 0
978 1 0 0 0 0 0 0 0 0
979 1 0 0 0 0 0 0 0 0
980 1 0 0 0 0 0 0 0 0
981 0 0 0 0 0 0 0 0 0
982 0 0 0 0 0 0 0 0 0
983 0 0 0 0 0 0 0 0 0
984 3 0 0 0 0 0 0 0 0
985 0 0 0 0 0 0 0 0 0
986 3 0 0 0 0 0 0 0 0
987 2 0 0 0 0 0 0 0 0
988 2 0 0 0 0 0 0 0 0
989 0 0 0 0 0 0 0 0 0
990 0 0 0 0 0 0 0 0 0
991 2 0 0 0 0 0 0 0 0
992 1 0 0 0 0 0 0 0 0
993 0 0 0 0 0 0 0 0 0
994 1 0 0 0 0 0 0 0 0
995 0 0 0 0 0 0 0 0 0
996 4 0 0 0 0 0 0 0 0
997 0 0 0 0 0 0 0 0 0
998 0 0 0 0 0 0 0 0 0
999 0 0 0 0 0 0 0 0 0
1000 0 0 0 0 0 0 0 0 0
