#rank requests AS=1 AS=2 AS=3 AS=4 AS=5 AS=6 AS=7 AS=8 AS=9 AS=10 AS=11
1 776 0 0 0 0 0 0 1 0 0 0 0
2 411 0 0 0 0 0 0 0 0 0 0 0
3 252 0 0 0 0 0 0 0 0 0 0 0
4 214 0 0 0 0 0 0 0 0 0 0 0
5 168 0 0 0 0 0 0 0 0 0 0 0
6 119 0 0 0 0 0 0 0 0 0 0 0
7 106 0 0 0 0 0 0 0 0 0 0 0
8 104 0 0 0 0 0 0 0 0 0 0 0
9 79 0 0 0 0 0 0 0 0 0 0 0
10 73 0 0 0 0 0 0 0 0 0 0 0
11 71 0 0 0 0 0 0 0 0 0 0 0
12 69 0 0 0 0 0 0 0 0 0 0 0
13 56 0 0 0 0 0 0 0 0 0 0 0
14 52 0 0 0 0 0 0 0 0 0 0 0
15 38 0 0 0 0 0 0 0 0 0 0 0
16 44 0 0 0 0 0 0 0 0 0 0 0
17 45 0 0 0 0 0 0 0 0 0 0 0
18 43 0 0 0 0 0 0 0 0 0 0 0
19 44 0 0 0 0 0 0 0 0 0 0 0
20 37 0 0 0 0 0 0 0 0 0 0 0
21 44 0 0 0 0 0 0 0 0 0 0 0
22 33 0 0 0 0 0 0 0 0 0 0 0
23 36 0 0 0 0 0 0 0 0 0 0 0
24 24 0 0 0 0 0 0 0 0 0 0 0
25 27 0 0 0 0 0 0 0 0 0 0 0
26 33 0 0 0 0 0 0 0 0 0 0 0
27 30 0 0 0 0 0 0 0 0 0 0 0
28 31 0 0 0 0 0 0 0 0 0 0 0
29 27 0 0 0 0 0 0 0 0 0 0 0
30 23 0 0 0 0 0 0 0 0 0 0 0
31 22 0 0 0 0 0 0 0 0 0 0 0
32 22 0 0 0 0 0 0 0 0 0 0 0
33 28 0 0 0 0 0 0 0 0 0 0 0
34 27 0 0 0 0 0 0 0 0 0 0 0
35 24 0 0 0 0 0 0 0 0 0 0 0
36 24 0 0 0 0 0 0 0 0 0 0 0
37 18 0 0 0 0 0 0 0 0 0 0 0
38 22 0 0 0 0 0 0 0 0 0 0 0
39 15 0 0 0 0 0 0 0 0 0 0 0
40 16 0 0 0 0 0 0 0 0 0 0 0
41 15 0 0 0 0 0 0 0 0 0 0 0
42 25 0 0 0 0 0 0 0 0 0 0 0
43 16 0 0 0 0 0 0 0 0 0 0 0
44 19 0 0 0 0 0 0 0 0 0 0 0
45 18 0 0 0 0 0 0 0 0 0 0 0
46 23 0 0 0 0 0 0 0 0 0 0 0
47 16 0 0 0 0 0 0 0 0 0 0 0
48 21 0 0 0 0 0 0 0 0 0 0 0
49 9 0 0 0 0 0 0 0 0 0 0 0
50 13 0 0 0 0 0 0 0 0 0 0 0
51 11 0 0 0 0 0 0 0 0 0 0 0
52 15 0 0 0 0 0 0 0 0 0 0 0
53 17 0 0 0 0 0 0 0 0 0 0 0
54 17 0 0 0 0 0 0 0 0 0 0 0
55 13 0 0 0 0 0 0 0 0 0 0 0
56 18 0 0 0 0 0 0 0 0 0 0 0
57 21 0 0 0 0 0 0 0 0 0 0 0
58 20 0 0 0 0 0 0 0 0 0 0 0
59 16 0 0 0 0 0 0 0 0 0 0 0
60 12 0 0 0 0 0 0 0 0 0 0 0
61 20 0 0 0 0 0 0 0 0 0 0 0
62 14 0 0 0 0 0 0 0 0 0 0 0
63 9 0 0 0 0 0 0 0 0 0 0 0
64 4 0 0 0 0 0 0 0 0 0 0 0
65 15 0 0 0 0 0 0 0 0 0 0 0
66 4 0 0 0 0 0 0 0 0 0 0 0
67 20 0 0 0 0 0 0 0 0 0 0 0
68 13 0 0 0 0 0 0 0 0 0 0 0
69 13 0 0 0 0 0 0 0 0 0 0 0
70 13 0 0 0 0 0 0 0 0 0 0 0
71 11 0 0 0 0 0 0 0 0 0 0 0
72 10 0 0 0 0 0 0 0 0 0 0 0
73 11 0 0 0 0 0 0 0 0 0 0 0
74 13 0 0 0 0 0 0 0 0 0 0 0
75 10 0 0 0 0 0 0 0 0 0 0 0
76 3 0 0 0 0 0 0 0 0 0 0 0
77 8 0 0 0 0 0 0 0 0 0 0 0
78 14 0 0 0 0 0 0 0 0 0 0 0
79 10 0 0 0 0 0 0 0 0 0 0 0
80 7 0 0 0 0 0 0 0 0 0 0 0
81 8 0 0 0 0 0 0 0 0 0 0 0
82 6 0 0 0 0 0 0 0 0 0 0 0
83 8 0 0 0 0 0 0 0 0 0 0 0
84 13 0 0 0 0 0 0 0 0 0 0 0
85 7 0 0 0 0 0 0 0 0 0 0 0
86 6 0 0 0 0 0 0 0 0 0 0 0
87 12 0 0 0 0 0 0 0 0 0 0 0
88 7 0 0 0 0 0 0 0 0 0 0 0
89 10 0 0 0 0 0 0 0 0 0 0 0
90 12 0 0 0 0 0 0 0 0 0 0 0
91 16 0 0 0 0 0 0 0 0 0 0 0
92 5 0 0 0 0 0 0 0 0 0 0 0
93 15 0 0 0 0 0 0 0 0 0 0 0
94 8 0 0 0 0 0 0 0 0 0 0 0
95 5 0 0 0 0 0 0 0 0 0 0 0
96 4 0 0 0 0 0 0 0 0 0 0 0
97 12 0 0 0 0 0 0 0 0 0 0 0
98 13 0 0 0 0 0 0 0 0 0 0 0
99 12 0 0 0 0 0 0 0 0 0 0 0
100 17 0 0 0 0 0 0 0 0 0 0 0
