link load
2-1 1
1-2 0.138571
11-1 1
1-11 0.840612
11-2 1
2-11 0.942245
11-10 1
10-11 0.85898
3-2 1
2-3 0.551429
4-3 1
3-4 0.83
5-4 0.0171429
4-5 1
6-5 0.754898
5-6 1
7-6 1
6-7 0.294082
8-4 1
4-8 4.150265618702587e-15
8-7 1
7-8 9.969349608878957e-19
9-3 1
3-9 0.843673
9-8 -6.122384232240824e-15
8-9 1
10-9 0.0577551
9-10 1
