AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 38 38 38 38 38 
2 40 40 40 40 40 
3 36 36 36 36 36 
4 37 37 37 37 37 
5 41 41 41 41 41 
6 41 41 41 41 41 
7 33 33 33 33 33 
8 41 41 41 41 41 
9 38 38 38 38 38 
10 41 41 41 41 41 
