AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 14 16 13 81 
2 0 1 6 24 80 
3 0 0 1 5 96 
4 0 6 1 0 98 
5 0 5 1 2 97 
6 0 59 6 5 82 
7 0 0 3 8 93 
8 0 3 7 13 87 
9 32 36 0 0 90 
10 0 0 0 18 87 
