AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 0 0 0 0 
2 24 4 0 0 0 
3 24 4 0 0 0 
4 19 4 1 0 0 
5 17 2 0 0 1 
6 19 4 1 0 0 
7 11 1 0 1 1 
8 31 1 0 0 0 
