AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 2 2 1 0 9 
2 0 0 0 0 10 
3 2 6 1 1 7 
4 0 0 0 0 10 
5 18 0 1 0 8 
6 0 0 0 0 10 
7 0 0 0 0 10 
8 0 19 1 1 5 
9 0 0 0 0 10 
10 16 1 1 0 8 
