AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 1 0 1 9 
2 0 5 0 0 9 
3 0 7 1 0 8 
4 1 2 4 1 7 
5 0 0 0 0 10 
6 0 5 0 0 9 
7 1 2 1 0 9 
8 0 0 0 0 10 
9 1 16 0 1 6 
10 5 0 2 1 8 
