#rank requests AS=1 AS=2 AS=3 AS=4 AS=5 AS=6 AS=7 AS=8 AS=9 AS=10 AS=11
1 1545 1 0 0 0 0 0 1 0 0 0 0
2 808 0 0 0 0 0 0 0 0 0 0 0
3 534 0 0 0 0 0 0 0 0 0 0 0
4 381 0 0 0 0 0 0 0 0 0 0 0
5 335 0 0 0 0 0 0 0 0 0 0 0
6 271 0 0 0 0 0 0 0 0 0 0 0
7 230 0 0 0 0 0 0 0 0 0 0 0
8 200 0 0 0 0 0 0 0 0 0 0 0
9 188 0 0 0 0 0 0 0 0 0 0 0
10 143 0 0 0 0 0 0 0 0 0 0 0
11 133 0 0 0 0 0 0 0 0 0 0 0
12 132 0 0 0 0 0 0 0 0 0 0 0
13 122 0 0 0 0 0 0 0 0 0 0 0
14 123 0 0 0 0 0 0 0 0 0 0 0
15 109 0 0 0 0 0 0 0 0 0 0 0
16 86 0 0 0 0 0 0 0 0 0 0 0
17 97 0 0 0 0 0 0 0 0 0 0 0
18 87 0 0 0 0 0 0 0 0 0 0 0
19 97 0 0 0 0 0 0 0 0 0 0 0
20 76 0 0 0 0 0 0 0 0 0 0 0
21 64 0 0 0 0 0 0 0 0 0 0 0
22 84 0 0 0 0 0 0 0 0 0 0 0
23 65 0 0 0 0 0 0 0 0 0 0 0
24 79 0 0 0 0 0 0 0 0 0 0 0
25 61 0 0 0 0 0 0 0 0 0 0 0
26 54 0 0 0 0 0 0 0 0 0 0 0
27 61 0 0 0 0 0 0 0 0 0 0 0
28 65 0 0 0 0 0 0 0 0 0 0 0
29 57 0 0 0 0 0 0 0 0 0 0 0
30 52 0 0 0 0 0 0 0 0 0 0 0
31 46 0 0 0 0 0 0 0 0 0 0 0
32 51 0 0 0 0 0 0 0 0 0 0 0
33 62 0 0 0 0 0 0 0 0 0 0 0
34 38 0 0 0 0 0 0 0 0 0 0 0
35 35 0 0 0 0 0 0 0 0 0 0 0
36 49 0 0 0 0 0 0 0 0 0 0 0
37 50 0 0 0 0 0 0 0 0 0 0 0
38 38 0 0 0 0 0 0 0 0 0 0 0
39 33 0 0 0 0 0 0 0 0 0 0 0
40 43 0 0 0 0 0 0 0 0 0 0 0
41 30 0 0 0 0 0 0 0 0 0 0 0
42 39 0 0 0 0 0 0 0 0 0 0 0
43 36 0 0 0 0 0 0 0 0 0 0 0
44 32 0 0 0 0 0 0 0 0 0 0 0
45 30 0 0 0 0 0 0 0 0 0 0 0
46 36 0 0 0 0 0 0 0 0 0 0 0
47 22 0 0 0 0 0 0 0 0 0 0 0
48 30 0 0 0 0 0 0 0 0 0 0 0
49 29 0 0 0 0 0 0 0 0 0 0 0
50 30 0 0 0 0 0 0 0 0 0 0 0
51 26 0 0 0 0 0 0 0 0 0 0 0
52 26 0 0 0 0 0 0 0 0 0 0 0
53 34 0 0 0 0 0 0 0 0 0 0 0
54 29 0 0 0 0 0 0 0 0 0 0 0
55 30 0 0 0 0 0 0 0 0 0 0 0
56 32 0 0 0 0 0 0 0 0 0 0 0
57 22 0 0 0 0 0 0 0 0 0 0 0
58 29 0 0 0 0 0 0 0 0 0 0 0
59 29 0 0 0 0 0 0 0 0 0 0 0
60 18 0 0 0 0 0 0 0 0 0 0 0
61 29 0 0 0 0 0 0 0 0 0 0 0
62 21 0 0 0 0 0 0 0 0 0 0 0
63 26 0 0 0 0 0 0 0 0 0 0 0
64 27 0 0 0 0 0 0 0 0 0 0 0
65 29 0 0 0 0 0 0 0 0 0 0 0
66 27 0 0 0 0 0 0 0 0 0 0 0
67 26 0 0 0 0 0 0 0 0 0 0 0
68 31 0 0 0 0 0 0 0 0 0 0 0
69 23 0 0 0 0 0 0 0 0 0 0 0
70 15 0 0 0 0 0 0 0 0 0 0 0
71 18 0 0 0 0 0 0 0 0 0 0 0
72 19 0 0 0 0 0 0 0 0 0 0 0
73 12 0 0 0 0 0 0 0 0 0 0 0
74 17 0 0 0 0 0 0 0 0 0 0 0
75 17 0 0 0 0 0 0 0 0 0 0 0
76 11 0 0 0 0 0 0 0 0 0 0 0
77 26 0 0 0 0 0 0 0 0 0 0 0
78 27 0 0 0 0 0 0 0 0 0 0 0
79 11 0 0 0 0 0 0 0 0 0 0 0
80 22 0 0 0 0 0 0 0 0 0 0 0
81 17 0 0 0 0 0 0 0 0 0 0 0
82 22 0 0 0 0 0 0 0 0 0 0 0
83 25 0 0 0 0 0 0 0 0 0 0 0
84 14 0 0 0 0 0 0 0 0 0 0 0
85 22 0 0 0 0 0 0 0 0 0 0 0
86 19 0 0 0 0 0 0 0 0 0 0 0
87 18 0 0 0 0 0 0 0 0 0 0 0
88 19 0 0 0 0 0 0 0 0 0 0 0
89 20 0 0 0 0 0 0 0 0 0 0 0
90 11 0 0 0 0 0 0 0 0 0 0 0
91 14 0 0 0 0 0 0 0 0 0 0 0
92 21 0 0 0 0 0 0 0 0 0 0 0
93 16 0 0 0 0 0 0 0 0 0 0 0
94 17 0 0 0 0 0 0 0 0 0 0 0
95 10 0 0 0 0 0 0 0 0 0 0 0
96 20 0 0 0 0 0 0 0 0 0 0 0
97 17 0 0 0 0 0 0 0 0 0 0 0
98 18 0 0 0 0 0 0 0 0 0 0 0
99 20 0 0 0 0 0 0 0 0 0 0 0
100 14 0 0 0 0 0 0 0 0 0 0 0
