#rank requests AS=1 AS=2 AS=3 AS=4 AS=5 AS=6 AS=7 AS=8 AS=9 AS=10 AS=11
1 2338 1 0 0 0 1 0 0 0 0 0 0
2 1171 0 0 0 0 0 0 0 0 0 0 0
3 828 0 0 0 0 0 0 0 0 0 0 1
4 627 0 0 0 0 0 0 1 0 1 0 0
5 458 0 0 0 0 0 0 0 0 0 0 1
6 409 0 0 0 0 0 0 0 0 1 0 0
7 360 0 0 0 0 0 0 0 1 1 0 0
8 261 0 0 0 0 1 0 0 0 0 0 0
9 269 0 1 0 0 0 0 0 0 0 0 0
10 224 0 1 0 0 0 0 0 0 0 0 0
11 212 0 1 0 0 0 0 0 0 0 0 0
12 190 0 0 0 0 0 0 0 0 1 0 0
13 176 0 0 0 0 0 0 0 0 0 0 0
14 177 0 0 0 0 0 0 0 0 0 0 0
15 167 0 0 0 1 0 0 0 0 0 0 1
16 142 0 0 0 1 0 0 0 0 0 0 0
17 140 0 0 0 1 0 0 0 0 0 0 0
18 113 0 0 0 1 0 0 0 0 0 0 0
19 104 0 0 0 0 0 0 0 0 0 0 0
20 122 0 0 0 0 0 0 0 0 0 0 0
21 109 0 0 0 0 0 0 0 0 0 0 0
22 107 0 0 0 0 0 0 0 0 1 0 0
23 95 0 0 0 1 0 0 0 0 0 0 0
24 79 0 0 0 0 0 0 0 1 0 0 0
25 103 0 0 0 0 0 0 0 0 0 0 0
26 98 0 0 0 0 0 0 0 0 0 0 0
27 102 0 0 0 0 0 0 0 0 0 0 0
28 81 0 0 0 0 0 0 0 0 0 0 0
29 74 0 0 0 0 0 0 0 0 0 0 0
30 67 0 0 0 0 0 0 0 0 0 0 0
31 80 0 0 0 0 0 0 0 0 0 0 0
32 81 0 0 0 0 0 0 0 0 0 0 0
33 65 0 0 0 0 0 0 0 0 0 0 0
34 57 0 0 0 0 0 0 0 0 0 0 0
35 61 0 1 0 0 0 0 0 0 0 0 0
36 66 0 0 0 0 0 0 0 0 0 0 0
37 64 0 0 0 0 0 0 0 0 0 0 0
38 52 0 0 0 0 0 0 0 0 0 0 0
39 67 0 0 0 0 0 0 0 0 0 0 0
40 60 0 0 0 0 0 0 0 1 0 0 0
41 63 0 0 0 0 0 0 0 0 0 0 0
42 57 0 0 0 0 0 0 0 0 0 0 0
43 47 0 0 0 0 0 0 0 0 0 0 0
44 59 0 0 0 0 0 0 0 1 0 0 0
45 61 0 0 0 0 0 0 0 0 0 0 0
46 56 0 0 0 0 0 0 0 0 0 0 0
47 54 0 0 1 0 0 0 0 1 0 0 0
48 53 0 1 0 0 0 0 0 0 0 0 0
49 47 0 0 0 0 0 0 0 0 0 0 0
50 49 0 0 0 0 0 0 0 0 0 0 0
51 41 0 0 0 0 0 0 0 0 0 0 0
52 50 0 0 0 0 0 0 0 0 0 0 0
53 45 0 0 0 0 0 0 0 0 0 0 0
54 55 0 0 0 0 0 0 0 0 0 0 0
55 39 0 0 0 0 0 0 0 0 0 0 0
56 50 0 0 0 0 0 0 0 0 0 0 0
57 46 0 0 0 0 0 0 0 0 0 0 0
58 44 0 0 0 0 0 0 0 0 0 0 0
59 41 0 0 0 0 0 0 0 0 0 0 0
60 45 0 0 0 0 0 0 0 0 0 0 0
61 43 0 0 0 0 0 0 0 0 0 0 0
62 44 0 0 0 0 0 0 0 0 0 0 0
63 39 0 0 0 0 0 0 0 0 0 0 0
64 38 0 0 0 0 0 0 0 0 0 0 0
65 28 0 0 0 0 0 0 0 0 0 0 0
66 46 0 0 0 0 0 0 0 0 0 0 0
67 35 0 0 0 0 0 0 0 0 0 0 0
68 23 0 0 0 0 0 0 0 0 0 0 0
69 35 0 0 0 0 0 0 0 0 0 0 0
70 33 0 0 0 0 0 0 0 0 0 0 0
71 29 0 0 0 0 0 0 0 0 0 0 0
72 29 0 0 0 0 0 0 0 0 0 0 0
73 33 0 0 0 0 0 0 0 0 0 0 0
74 36 0 0 0 0 0 0 0 0 0 0 0
75 27 0 0 0 0 0 0 0 0 0 0 0
76 25 0 0 0 0 0 0 0 0 0 0 0
77 24 0 0 0 0 0 0 0 0 0 0 0
78 17 0 0 0 0 0 0 0 0 0 0 0
79 27 0 0 0 0 0 0 0 0 0 0 0
80 30 0 0 0 0 0 0 0 0 0 0 0
81 29 0 0 0 0 0 0 0 0 0 0 0
82 32 0 0 0 0 0 0 0 0 0 0 0
83 24 0 0 0 0 0 0 0 0 0 0 0
84 31 0 0 0 0 0 0 0 0 0 0 0
85 37 0 0 0 0 0 0 0 0 0 0 0
86 21 0 0 0 0 0 0 0 0 0 0 0
87 24 0 0 0 0 0 0 0 0 0 0 0
88 29 0 0 0 0 0 0 0 0 0 0 0
89 30 0 0 0 0 0 0 0 0 0 0 0
90 24 0 0 0 0 0 0 0 0 0 0 0
91 32 0 0 0 0 0 0 0 0 0 0 0
92 23 0 0 0 0 0 0 0 0 0 0 0
93 21 0 0 0 0 0 0 0 0 0 0 0
94 37 0 0 0 0 0 0 0 0 0 0 0
95 22 0 0 0 0 0 0 0 0 0 0 0
96 26 0 0 0 0 0 0 0 0 0 0 0
97 21 0 0 0 0 0 0 0 0 0 0 0
98 18 0 0 0 0 0 0 0 0 0 0 0
99 31 0 0 0 0 0 0 0 0 0 0 0
100 27 0 0 0 0 0 0 0 0 0 0 0
