link load
2-1 0.501429
1-2 0
11-1 1
1-11 1
11-2 0.981429
2-11 1
11-10 0.689592
10-11 0
3-2 0.0185714
2-3 -4.076021153251735e-15
4-3 0
3-4 0.0612245
5-4 0
4-5 0.843469
6-5 1
5-6 0.269796
7-6 0.33
6-7 0.652857
8-4 1
4-8 0.626327
8-7 1
7-8 0.00857143
9-3 1
3-9 0.938776
9-8 0.938776
8-9 1
10-9 0
9-10 1
