AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 3 2 2 7 
2 0 0 3 1 8 
3 0 5 6 2 5 
4 0 1 3 2 7 
5 0 1 3 2 7 
6 0 2 5 2 6 
7 0 0 3 1 8 
