link load
1-2 1
2-1 1
2-3 0.871429
3-2 1
1-4 0.95
4-1 1
3-5 1
5-3 0.95
5-6 0.935714
6-5 1
3-7 1
7-3 1
7-8 1
8-7 0.9
5-9 1
9-5 0.985714
3-10 0.885714
10-3 0.95
