link load
2-1 1
1-2 1.225033679939046e-16
11-1 1
1-11 0.318571
11-2 0.704082
2-11 1
11-10 1
10-11 0.36102
3-2 1
2-3 0.839796
4-3 0.924082
3-4 1
5-4 0.0146939
4-5 1
6-5 1
5-6 0.665102
7-6 0.852449
6-7 1
8-4 1
4-8 0.362041
8-7 1
7-8 0.00183673
9-3 1
3-9 0.936327
9-8 0.313061
8-9 1
10-9 0.07
9-10 1
