AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 0 0 0 0 
2 2 8 8 8 8 
3 2 8 8 8 8 
4 3 8 8 8 8 
5 0 0 0 0 0 
6 0 0 0 0 0 
7 0 0 0 0 0 
8 0 0 0 0 0 
9 1 8 8 8 8 
10 8 8 8 8 8 
