AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 1 0 0 0 0 
2 1 0 0 0 0 
3 1 0 0 0 0 
4 1 0 0 0 0 
5 1 0 0 0 0 
6 1 0 0 0 0 
7 1 0 0 0 0 
8 1 0 0 0 0 
9 1 0 0 0 0 
10 1 0 0 0 0 
