#q1_cache #q1_prod #q2_cache #q2_prod #q3_cache #q3_prod #q4_cache #q4_prod #q5_cache #q5_prod tot_req
589 5196.67 1652.03 815.25 281 76.0167 702 6.44 1351.97 3747 16124
