#req_epochs_1e1 all_epochs_1e1 req_epochs_1e2 all_epochs_1e2 req_epochs_1e3 all_epochs_1e3 req_epochs_1e4 all_epochs_1e4
0	10
99856	10
199878	10
299240	10
399364	10
498801	10
598327	10
697710	10
797648	10
898130	10
997833	10
1097379	10
1197263	10
1297375	10
1397696	9
1497437	9
1597619	9
1697730	9
1797495	9
1897614	10
1997311	10
2097356	10
2197276	10
2297012	10
2396926	10
2496657	10
2596442	10
2696218	10
2796241	10
2896108	10
2996399	10
3096378	10
3196721	10
3297003	10
3396970	10
3496756	10
3596896	10
3697093	10
3797302	10
3897784	10
3997714	10
4097290	10
4197253	10
4297286	10
4396734	10
4496788	10
4596777	10
4697117	10
4796905	10
4896433	10
4996356	10
5095871	10
5195847	10
5295142	10
5395536	10
5495840	10
5595882	10
5696127	10
5796502	10
5896173	10
5996063	10
6096505	10
6196239	10
6296933	10
6396867	10
6497292	10
6597724	10
6697371	10
6797296	10
6897346	10
6997273	10
7097575	10
7197631	10
7297717	10
7398081	10
7498618	10
7598901	10
7698967	10
7799052	10
7898795	10
7998693	10
8098917	10
8198944	10
8299247	10
8399114	10
8499355	10
8599398	10
8699147	10
8799305	10
8898834	10
8998822	10
9099211	10
9198634	10
9299028	10
9399266	10
9499131	10
9598991	10
9699472	10
9799278	10
9899700	10
9999704	10
10099288	10
10199801	10
10299816	10
10399923	10
10500076	10
10600154	10
10699546	10
10799339	10
10899674	10
10999805	10
11099961	10
11199860	10
11299235	10
11399262	10
11499028	10
11599197	10
11699313	10
11799275	10
11899374	10
11999562	10
12099807	10
12199090	10
12298940	10
12399211	10
12499155	10
12599383	10
12699672	10
12799825	10
12899768	10
12999351	10
13099397	10
13199180	10
13299027	10
13399387	10
13499034	10
13599403	10
13698988	10
13798983	10
13898658	10
13998745	10
14099080	10
14198906	10
14298767	10
14399429	10
14499757	11
14599406	11
14699430	11
14799000	11
14899473	11
14998952	11
15099643	11
15199626	11
15300089	11
15399827	11
15499820	11
15599696	11
15699210	11
15798968	11
15898699	11
15998843	11
16099263	11
16199666	11
16299252	11
16399380	11
16499400	11
16598971	11
16699075	11
16799274	11
16899384	11
16998980	11
17099390	11
17199096	11
17299049	11
17398684	11
17499073	11
17598803	11
17698718	11
17798556	11
17898558	11
17998492	11
18099161	11
18198679	11
18298885	11
18398567	11
18498816	11
18598830	11
18698377	11
18798265	11
18898048	11
18998118	11
19098144	11
19198380	11
19298776	11
19399013	11
19498935	11
19598736	11
19698298	11
19798525	11
19898471	11
19998426	11
20098556	11
20198328	11
20297817	11
20397463	11
20497601	11
20597606	11
20697767	11
20797943	11
20897796	11
20997612	11
21097612	11
21197368	11
21297105	11
21396875	11
21496608	11
21596935	11
21696945	11
21797160	11
21896990	11
21997173	11
22097129	11
22197274	11
22297197	11
22397257	11
22497193	11
22596788	11
22697389	11
22797858	11
22898162	11
22998190	11
23097876	11
23198261	11
23297726	11
23398057	11
23498210	11
23598111	11
23698158	11
23797730	11
23897407	11
23997614	11
24098177	11
24198208	11
24297773	11
24397990	11
24498144	11
24597857	11
24698264	11
24797903	11
24897558	11
24997445	11
25097648	11
25197837	11
25297737	11
25397764	11
25497658	11
25597330	11
25697809	11
25797677	11
25897773	11
25997871	11
26098159	11
26197688	11
26297759	11
26397915	11
26498133	11
26598369	11
26697812	11
26798225	12
26898274	12
26999075	12
27099009	12
27199115	12
27299429	12
27399028	12
27498941	12
27599020	12
27698887	12
27798869	12
27899207	12
27999282	12
28098903	12
28199433	12
28299707	12
28399964	12
28499624	12
28599753	12
28699812	12
28799329	12
28899471	12
28999435	12
29099570	12
29200145	12
29300756	12
29399996	12
29500425	12
29600887	12
29701413	12
29801507	12
29901608	12
30001169	12
30101512	12
30201233	12
30301515	12
30400840	12
30500918	12
30601016	12
30701277	12
30801078	12
30901234	12
31001221	12
31101541	12
31201736	12
31301568	12
31401585	12
31501853	12
31601707	12
31702333	12
31802524	12
31902668	12
32002966	12
32102453	12
32202100	12
32302229	12
32402341	12
32501993	12
32602081	13
32701565	13
32801112	13
32900951	13
33000877	13
33101099	13
33200690	13
33301012	13
33400982	13
33501093	13
33601623	13
33701293	13
33801221	13
33900996	13
34000829	13
34100956	13
34200892	13
34300847	13
34401416	13
34501471	13
34601554	13
34701405	13
34800981	13
34901474	13
35001244	13
35101106	13
35201570	13
35301767	13
35401614	13
35501902	13
35601675	13
35701443	13
35801472	13
35901731	13
36001744	13
36101665	13
36201875	13
36302114	13
36401757	13
36502123	13
36601686	13
36701765	13
36802339	13
36902400	13
37002523	13
37102331	13
37202760	13
37303028	13
37403410	13
37503557	13
37603428	13
37703287	13
37803096	13
37902873	13
38002722	13
38102726	13
38203189	13
38302995	13
38402492	13
38502791	13
38602806	13
38702716	13
38802604	13
38902427	13
39002757	13
39103253	13
39203240	13
39304291	13
39403942	13
39503314	13
39603147	13
