AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 0 0 0 0 
2 1 2 4 1 17 
3 1 9 7 0 15 
4 2 7 1 0 18 
5 0 0 0 0 0 
6 0 0 0 0 0 
7 0 0 0 0 0 
8 0 0 0 0 0 
9 1 8 3 0 17 
10 1 11 4 0 16 
