AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 25 0 0 0 
2 0 25 0 0 0 
3 0 2 1 0 4 
4 2 2 1 0 4 
5 0 25 0 0 0 
6 0 25 0 0 0 
7 0 1 0 1 4 
8 0 25 0 0 0 
9 0 0 0 0 5 
10 0 2 1 0 4 
