link load
1-2 1
2-1 0.990816
2-3 1
3-2 1
1-4 1
4-1 0.971224
3-5 0.942449
5-3 1
5-6 1
6-5 1
3-7 0.922245
7-3 1
7-8 0.962653
8-7 1
5-9 0.996327
9-5 1
3-10 0.16102
10-3 0.0104082
