#rank requests AS=1 AS=2 AS=3 AS=4 AS=5 AS=6 AS=7 AS=8 AS=9 AS=10 AS=11
1 2403 0 0 0 0 0 0 0 0 0 0 0
2 1137 0 0 0 0 0 0 0 0 0 0 0
3 763 0 0 0 0 0 0 0 0 0 0 0
4 586 0 0 0 0 0 0 0 0 0 0 0
5 467 0 0 0 0 0 0 0 0 0 0 0
6 435 0 0 0 0 0 0 0 0 0 0 0
7 338 0 0 0 0 0 0 0 0 0 0 0
8 275 0 0 0 0 0 0 0 0 0 0 0
9 250 0 0 0 0 0 0 0 0 0 0 0
10 233 0 0 0 0 0 0 0 0 0 0 0
11 220 0 0 0 0 0 0 0 0 0 0 0
12 200 0 0 0 0 0 0 0 0 0 0 0
13 172 0 0 0 0 0 0 0 0 0 0 0
14 175 0 0 0 0 0 0 0 0 0 0 0
15 138 0 0 0 0 0 0 0 0 0 0 0
16 152 0 0 0 0 0 0 0 0 0 0 0
17 142 0 0 0 0 0 0 0 0 0 0 0
18 128 0 0 0 0 0 0 0 0 0 0 0
19 145 0 0 0 0 0 0 0 0 0 0 0
20 105 0 0 0 0 0 0 0 0 0 0 0
21 110 0 0 0 0 0 0 0 0 0 0 0
22 121 0 0 0 0 0 0 0 0 0 0 0
23 90 0 0 0 0 0 0 0 0 0 0 0
24 107 0 0 0 0 0 0 0 0 0 0 0
25 93 0 0 0 0 0 0 0 0 0 0 0
26 80 0 0 0 0 0 0 0 0 0 0 0
27 91 0 0 0 0 0 0 0 0 0 0 0
28 96 0 0 0 0 0 0 0 0 0 0 0
29 88 0 0 0 0 0 0 0 0 0 0 0
30 71 0 0 0 0 0 0 0 0 0 0 0
31 55 0 0 0 0 0 0 0 0 0 0 0
32 83 0 0 0 0 0 0 0 0 0 0 0
33 72 0 0 0 0 0 0 0 0 0 0 0
34 67 0 0 0 0 0 0 0 0 0 0 0
35 77 0 0 0 0 0 0 0 0 0 0 0
36 66 0 0 0 0 0 0 0 0 0 0 0
37 56 0 0 0 0 0 0 0 0 0 0 0
38 70 0 0 0 0 0 0 0 0 0 0 0
39 59 0 0 0 0 0 0 0 0 0 0 0
40 55 0 0 0 0 0 0 0 0 0 0 0
41 59 0 0 0 0 0 0 0 0 0 0 0
42 58 0 0 0 0 0 0 0 0 0 0 0
43 64 0 0 0 0 0 0 0 0 0 0 0
44 35 0 0 0 0 0 0 0 0 0 0 0
45 49 0 0 0 0 0 0 0 0 0 0 0
46 49 0 0 0 0 0 0 0 0 0 0 0
47 52 0 0 0 0 0 0 0 0 0 0 0
48 56 0 0 0 0 0 0 0 0 0 0 0
49 53 0 0 0 0 0 0 0 0 0 0 0
50 52 0 0 0 0 0 0 0 0 0 0 0
51 57 0 0 0 0 0 0 0 0 0 0 0
52 60 0 0 0 0 0 0 0 0 0 0 0
53 38 0 0 0 0 0 0 0 0 0 0 0
54 43 0 0 0 0 0 0 0 0 0 0 0
55 42 0 0 0 0 0 0 0 0 0 0 0
56 36 0 0 0 0 0 0 0 0 0 0 0
57 54 0 0 0 0 0 0 0 0 0 0 0
58 30 0 0 0 0 0 0 0 0 0 0 0
59 48 0 0 0 0 0 0 0 0 0 0 0
60 31 0 0 0 0 0 0 0 0 0 0 0
61 35 0 0 0 0 0 0 0 0 0 0 0
62 32 0 0 0 0 0 0 0 0 0 0 0
63 50 0 0 0 0 0 0 0 0 0 0 0
64 44 0 0 0 0 0 0 0 0 0 0 0
65 39 0 0 0 0 0 0 0 0 0 0 0
66 42 0 0 0 0 0 0 0 0 0 0 0
67 33 0 0 0 0 0 0 0 0 0 0 0
68 35 0 0 0 0 0 0 0 0 0 0 0
69 33 0 0 0 0 0 0 0 0 0 0 0
70 32 0 0 0 0 0 0 0 0 0 0 0
71 31 0 0 0 0 0 0 0 0 0 0 0
72 36 0 0 0 0 0 0 0 0 0 0 0
73 31 0 0 0 0 0 0 0 0 0 0 0
74 32 0 0 0 0 0 0 0 0 0 0 0
75 28 0 0 0 0 0 0 0 0 0 0 0
76 35 0 0 0 0 0 0 0 0 0 0 0
77 34 0 0 0 0 0 0 0 0 0 0 0
78 32 0 0 0 0 0 0 0 0 0 0 0
79 27 0 0 0 0 0 0 0 0 0 0 0
80 32 0 0 0 0 0 0 0 0 0 0 0
81 27 0 0 0 0 0 0 0 0 0 0 0
82 22 0 0 0 0 0 0 0 0 0 0 0
83 20 0 0 0 0 0 0 0 0 0 0 0
84 32 0 0 0 0 0 0 0 0 0 0 0
85 30 0 0 0 0 0 0 0 0 0 0 0
86 28 0 0 0 0 0 0 0 0 0 0 0
87 29 0 0 0 0 0 0 0 0 0 0 0
88 24 0 0 0 0 0 0 0 0 0 0 0
89 26 0 0 0 0 0 0 0 0 0 0 0
90 24 0 0 0 0 0 0 0 0 0 0 0
91 30 0 0 0 0 0 0 0 0 0 0 0
92 34 0 0 0 0 0 0 0 0 0 0 0
93 20 0 0 0 0 0 0 0 0 0 0 0
94 22 0 0 0 0 0 0 0 0 0 0 0
95 26 0 0 0 0 0 0 0 0 0 0 0
96 19 0 0 0 0 0 0 0 0 0 0 0
97 31 0 0 0 0 0 0 0 0 0 0 0
98 25 0 0 0 0 0 0 0 0 0 0 0
99 31 0 0 0 0 0 0 0 0 0 0 0
100 20 0 0 0 0 0 0 0 0 0 0 0
