AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 0 0 0 0 
2 0 0 0 0 0 
3 0 4 4 4 4 
4 0 4 4 4 4 
5 0 0 0 0 0 
6 0 4 4 4 4 
7 0 0 0 0 0 
8 1 4 4 4 4 
9 0 4 4 4 4 
10 0 0 0 0 0 
