link load
2-1 1
1-2 0.327143
11-1 1
1-11 0.695714
11-2 1
2-11 1
11-10 1
10-11 0.314286
3-2 1
2-3 0.738571
4-3 1
3-4 1
5-4 0.00122449
4-5 1
6-5 0.273061
5-6 1
7-6 1
6-7 0.393265
8-4 1
4-8 0.522653
8-7 1
7-8 0.0442857
9-3 0.0414286
3-9 0.0685714
9-8 0.0257143
8-9 0.144286
10-9 0.25
9-10 1
