AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 0 0 0 0 
2 5 19 9 5 4 
3 11 20 9 5 4 
4 12 20 9 5 4 
5 0 0 0 0 0 
6 0 0 0 0 0 
7 0 0 0 0 0 
8 0 0 0 0 0 
9 11 20 9 5 4 
10 39 20 9 5 4 
