AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 67 19 1 0 0 
2 0 0 0 0 0 
3 0 0 0 0 0 
4 0 0 0 0 0 
5 58 23 1 0 0 
6 0 0 0 0 0 
7 72 12 1 0 1 
8 67 16 0 0 1 
9 69 18 1 0 0 
10 0 0 0 0 0 
