AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 0 0 0 0 
2 0 0 0 0 0 
3 7 10 4 2 2 
4 6 10 4 2 2 
5 4 10 4 2 2 
6 0 0 0 0 0 
7 0 0 0 0 0 
8 3 10 4 2 2 
9 2 9 4 2 2 
10 0 0 0 0 0 
