AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 0 0 0 0 
2 6 0 0 0 0 
3 55 0 0 0 0 
4 59 0 0 0 0 
5 34 0 0 0 0 
6 108 0 0 0 0 
7 58 0 0 0 0 
