link load
2-1 1
1-2 3.326152052198137e-15
11-1 1
1-11 0.581837
11-2 0.543265
2-11 1
11-10 1
10-11 0.626939
3-2 1
2-3 0.221837
4-3 0.949592
3-4 1
5-4 -2.774886896225567e-16
4-5 1
6-5 0.48449
5-6 1
7-6 0.998367
6-7 1
8-4 1
4-8 0.496122
8-7 1
7-8 0.00489796
9-3 1
3-9 0.234286
9-8 0.134898
8-9 1
10-9 0.424082
9-10 1
