AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 6 10 4 2 2 
2 3 10 4 2 2 
3 23 10 4 2 2 
4 23 10 4 2 2 
5 21 10 4 2 2 
6 11 0 4 2 2 
7 15 10 4 2 2 
8 2 10 4 2 2 
9 23 10 4 2 2 
10 20 10 4 2 2 
