link load
2-1 1
1-2 0.962857
11-1 1
1-11 0.968571
11-2 1
2-11 1
11-10 0.968571
10-11 1
3-2 0.0557143
2-3 0.0185714
4-3 0.00857143
3-4 0.0338776
5-4 0.35102
4-5 1
6-5 1
5-6 0.0993878
7-6 0.815714
6-7 1
8-4 1
4-8 0.454898
8-7 1
7-8 0
9-3 1
3-9 0.937551
9-8 0
8-9 0.123878
10-9 0.938571
9-10 1
