link load
2-1 1
1-2 0.600816
11-1 1
1-11 0.885102
11-2 0.977755
2-11 1
11-10 1
10-11 0.465714
3-2 1
2-3 0.971224
4-3 1
3-4 0.993061
5-4 0.256122
4-5 1
6-5 0.581224
5-6 1
7-6 1
6-7 0.434694
8-4 1
4-8 0.431633
8-7 1
7-8 7.702863290525821e-17
9-3 1
3-9 0.993469
9-8 0.394286
8-9 1
10-9 2.909454989855235e-16
9-10 1
