#rank requests AS=1 AS=2 AS=3 AS=4 AS=5 AS=6 AS=7 AS=8 AS=9 AS=10 AS=11
1 1574 0 0 0 0 0 0 0 0 0 0 0
2 777 0 0 0 0 0 0 0 0 0 0 0
3 523 0 0 0 0 0 0 0 0 0 0 0
4 379 0 0 0 0 0 0 0 0 0 0 0
5 343 0 0 0 0 0 0 0 0 0 0 0
6 252 0 0 0 0 0 0 0 0 0 0 0
7 248 0 0 0 0 0 0 0 0 0 0 0
8 213 0 0 0 0 0 1 0 0 0 0 0
9 204 0 0 0 0 0 1 0 0 0 0 0
10 146 0 0 0 0 0 0 0 0 0 0 0
11 148 0 0 0 0 0 0 0 0 0 1 0
12 138 0 0 0 0 0 1 0 0 0 0 0
13 111 0 0 0 1 0 0 0 0 0 0 0
14 122 0 0 0 0 1 0 0 0 0 0 0
15 95 0 0 0 0 0 0 0 0 0 0 1
16 82 0 0 0 0 1 0 0 0 0 0 0
17 98 0 1 0 0 0 0 0 0 0 0 0
18 86 0 0 0 0 0 0 0 0 0 0 0
19 79 0 0 0 0 1 0 0 0 0 0 0
20 79 0 0 0 0 0 0 0 0 0 0 1
21 91 0 0 0 0 0 0 0 0 0 0 0
22 95 0 0 0 0 1 0 0 0 0 0 0
23 62 0 0 0 0 0 0 0 0 0 0 0
24 64 0 0 0 0 0 0 0 0 0 0 0
25 51 0 0 0 0 0 0 0 0 0 0 0
26 59 0 0 0 0 0 0 0 0 0 0 0
27 67 0 0 0 0 0 0 1 0 0 0 0
28 59 0 0 0 0 0 0 0 0 0 0 0
29 46 0 0 0 0 0 0 0 0 0 0 0
30 46 0 0 0 0 0 0 0 0 0 0 0
31 48 0 0 0 0 0 0 0 0 0 0 0
32 37 0 1 0 0 0 1 0 0 0 0 0
33 39 0 0 1 0 0 0 0 0 0 0 0
34 53 0 0 0 0 0 0 0 0 0 0 0
35 53 0 0 0 0 0 0 0 0 0 0 0
36 41 0 0 0 0 0 0 0 0 0 0 0
37 31 0 0 0 0 0 0 0 0 0 0 0
38 45 0 0 0 0 0 0 0 0 0 0 0
39 40 0 0 0 0 0 0 0 0 0 0 0
40 42 0 0 0 0 0 0 0 0 1 0 0
41 40 0 0 0 0 0 0 0 0 1 0 0
42 42 0 0 0 0 0 0 0 0 0 0 0
43 34 0 0 0 0 0 0 0 0 1 0 0
44 30 0 0 0 0 0 0 0 0 0 0 0
45 40 0 0 1 0 1 0 0 0 0 0 0
46 30 0 0 0 0 0 0 0 0 0 0 0
47 32 0 0 0 0 0 1 0 0 0 0 0
48 30 0 0 0 0 0 0 0 0 0 0 1
49 33 0 0 0 0 0 0 0 0 0 0 0
50 29 0 0 0 0 0 0 0 0 0 0 0
51 24 0 0 0 0 0 0 0 0 0 0 0
52 27 0 0 0 0 1 0 0 0 0 0 0
53 26 0 0 0 0 0 0 0 0 0 0 0
54 27 0 0 0 0 0 0 0 0 0 0 0
55 25 0 0 0 0 0 0 0 0 0 0 0
56 33 0 0 0 0 0 0 0 0 0 0 0
57 25 0 0 0 0 0 0 0 0 0 0 0
58 33 0 0 0 0 0 0 0 0 0 0 0
59 28 0 0 0 0 0 1 0 0 0 0 0
60 19 0 0 0 0 0 0 0 0 0 0 0
61 28 0 0 0 0 0 0 0 0 0 0 0
62 18 0 0 0 0 0 0 0 0 0 0 0
63 32 0 0 0 0 0 0 0 0 0 0 0
64 22 0 0 0 0 0 0 0 0 0 0 0
65 26 0 0 0 0 0 1 0 0 0 0 0
66 28 0 0 0 0 0 0 0 0 0 0 0
67 16 0 0 0 0 0 0 0 0 0 0 0
68 19 0 0 0 0 0 0 0 0 0 0 0
69 12 0 0 0 0 0 0 0 0 0 0 0
70 31 0 0 0 0 0 0 0 0 0 0 1
71 14 0 0 0 0 0 0 0 0 0 0 0
72 28 0 0 0 0 0 0 0 0 0 0 0
73 33 0 0 0 0 0 0 0 0 0 0 0
74 19 0 0 0 0 0 0 0 0 0 0 0
75 23 0 0 0 0 0 0 0 0 0 0 0
76 18 0 0 0 0 0 0 0 0 0 0 0
77 26 0 0 0 0 0 0 0 0 1 0 0
78 33 0 0 0 0 0 0 0 0 0 0 0
79 13 0 0 0 0 0 0 0 0 0 0 0
80 17 0 0 0 0 0 0 0 0 0 0 0
81 20 0 0 0 0 0 0 0 0 0 0 0
82 20 0 0 0 0 0 0 0 0 0 0 0
83 26 0 0 0 0 0 0 0 0 0 0 0
84 9 0 0 0 0 1 0 0 0 0 0 0
85 20 0 0 0 1 0 0 0 0 0 0 0
86 17 0 0 0 0 0 0 1 0 0 0 0
87 19 0 0 0 0 0 0 0 0 0 0 0
88 16 0 0 0 0 0 0 0 0 0 0 0
89 15 0 0 0 0 0 0 0 0 0 0 0
90 11 0 0 0 0 0 0 0 0 0 0 0
91 14 0 0 0 0 0 0 0 0 0 0 0
92 17 0 0 0 0 0 0 0 0 1 0 0
93 12 0 0 0 0 0 0 0 0 0 0 0
94 19 0 0 0 0 0 0 0 0 0 0 0
95 19 0 0 0 0 0 0 0 0 0 0 0
96 13 0 0 0 0 0 0 0 0 0 0 0
97 17 0 0 0 0 0 0 0 0 1 0 0
98 16 0 0 0 0 0 0 0 0 0 0 0
99 22 0 0 0 0 0 0 0 0 0 0 0
100 13 0 0 0 0 0 0 0 0 0 0 0
