link load
2-1 1
1-2 -3.607816993002304e-16
11-1 1
1-11 0.328776
11-2 0.639592
2-11 1
11-10 1
10-11 0.701429
3-2 1
2-3 0.0410204
4-3 1
3-4 0.440816
5-4 0.131224
4-5 1
6-5 1
5-6 0.870408
7-6 1
6-7 0.434286
8-4 1
4-8 0.109592
8-7 1
7-8 0.00857143
9-3 1
3-9 0.77102
9-8 0.000612245
8-9 1
10-9 2.552153499873013e-18
9-10 1
