#rank requests AS=1 AS=2 AS=3 AS=4 AS=5 AS=6 AS=7 AS=8 AS=9 AS=10
1 2708 0 0 0 0 0 0 0 0 0 0
2 1348 0 0 0 0 0 0 0 0 0 0
3 930 0 0 0 0 0 0 0 0 0 0
4 681 0 0 0 0 0 0 0 0 0 0
5 508 0 0 0 0 0 0 0 0 0 0
6 421 0 0 0 0 0 0 0 0 0 0
7 412 0 0 0 0 0 0 0 0 0 0
8 322 0 0 0 0 0 0 0 0 0 0
9 319 0 0 0 0 0 0 0 0 0 0
10 261 0 0 0 0 0 0 0 0 0 0
11 259 0 0 0 0 0 0 0 0 0 0
