link load
1-2 0.999796
2-1 0.999796
1-3 0.961837
3-1 0.999796
1-4 0.999592
4-1 0.961633
2-5 0.999796
5-2 0.999796
5-6 0.999796
6-5 0.999796
1-7 1
7-1 1
6-8 0.999796
8-6 0.999592
8-9 0.999796
9-8 0.999592
6-10 0.999184
10-6 0.999388
