AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 0 0 0 0 
2 0 0 0 0 0 
3 0 0 0 0 0 
4 0 0 0 0 0 
5 9 4 1 0 3 
6 6 6 3 0 2 
7 3 3 1 1 3 
8 1 6 0 1 3 
