#rank requests AS=1 AS=2 AS=3 AS=4 AS=5 AS=6 AS=7 AS=8
685 2 0 0 0 0 0 0 0 0
686 1 0 0 0 0 0 0 0 0
687 1 0 0 0 0 0 0 0 0
688 2 0 0 0 0 0 0 0 0
689 3 0 0 0 0 0 0 0 0
690 0 0 0 0 0 0 0 0 0
691 1 0 0 0 0 0 0 0 0
692 2 0 0 0 0 0 0 0 0
693 0 0 0 0 0 0 0 0 0
694 0 0 0 0 0 0 0 0 0
695 1 0 0 0 0 0 0 0 0
696 2 0 0 0 0 0 0 0 0
697 3 0 0 0 0 0 0 0 0
698 1 0 0 0 0 0 0 0 0
699 3 0 0 0 0 0 0 0 0
700 0 0 0 0 0 0 0 0 0
701 6 0 0 0 0 0 0 0 0
702 4 0 0 0 0 0 0 0 0
703 1 0 0 0 0 0 0 0 0
704 2 0 0 0 0 0 0 0 0
705 2 0 0 0 0 0 0 0 0
706 2 0 0 0 0 0 0 0 0
707 3 0 0 0 0 0 0 0 0
708 0 0 0 0 0 0 0 0 0
709 0 0 0 0 0 0 0 0 0
710 2 0 0 0 0 0 0 0 0
711 0 0 0 0 0 0 0 0 0
712 0 0 0 0 0 0 0 0 0
713 0 0 0 0 0 0 0 0 0
714 1 0 0 0 0 0 0 0 0
715 0 0 0 0 0 0 0 0 0
716 3 0 0 0 0 0 0 0 0
717 0 0 0 0 0 0 0 0 0
718 3 0 0 0 0 0 0 0 0
719 1 0 0 0 0 0 0 0 0
720 0 0 0 0 0 0 0 0 0
721 2 0 0 0 0 0 0 0 0
722 4 0 0 0 0 0 0 0 0
723 0 0 0 0 0 0 0 0 0
724 3 0 0 0 0 0 0 0 0
725 0 0 0 0 0 0 0 0 0
726 2 0 0 0 0 0 0 0 0
727 0 0 0 0 0 0 0 0 0
728 2 0 0 0 0 0 0 0 0
729 0 0 0 0 0 0 0 0 0
730 0 0 0 0 0 0 0 0 0
731 1 0 0 0 0 0 0 0 0
732 0 0 0 0 0 0 0 0 0
733 0 0 0 0 0 0 0 0 0
734 2 0 0 0 0 0 0 0 0
735 2 0 0 0 0 0 0 0 0
736 2 0 0 0 0 0 0 0 0
737 0 0 0 0 0 0 0 0 0
738 3 0 0 0 0 0 0 0 0
739 0 0 0 0 0 0 0 0 0
740 1 0 0 0 0 0 0 0 0
741 1 0 0 0 0 0 0 0 0
742 0 0 0 0 0 0 0 0 0
743 3 0 0 0 0 0 0 0 0
744 0 0 0 0 0 0 0 0 0
745 0 0 0 0 0 0 0 0 0
746 4 0 0 0 0 0 0 0 0
747 0 0 0 0 0 0 0 0 0
748 0 0 0 0 0 0 0 0 0
749 0 0 0 0 0 0 0 0 0
750 2 0 0 0 0 0 0 0 0
751 0 0 0 0 0 0 0 0 0
752 0 0 0 0 0 0 0 0 0
753 2 0 0 0 0 0 0 0 0
754 1 0 0 0 0 0 0 0 0
755 2 0 0 0 0 0 0 0 0
756 3 0 0 0 0 0 0 0 0
757 0 0 0 0 0 0 0 0 0
758 2 0 0 0 0 0 0 0 0
759 0 0 0 0 0 0 0 0 0
760 3 0 0 0 0 0 0 0 0
761 1 0 0 0 0 0 0 0 0
762 3 0 0 0 0 0 0 0 0
763 0 0 0 0 0 0 0 0 0
764 0 0 0 0 0 0 0 0 0
765 5 0 0 0 0 0 0 0 0
766 1 0 0 0 0 0 0 0 0
767 0 0 0 0 0 0 0 0 0
768 1 0 0 0 0 0 0 0 0
769 3 0 0 0 0 0 0 0 0
770 1 0 0 0 0 0 0 0 0
771 1 0 0 0 0 0 0 0 0
772 0 0 0 0 0 0 0 0 0
773 4 0 0 0 0 0 0 0 0
774 1 0 0 0 0 0 0 0 0
775 0 0 0 0 0 0 0 0 0
776 0 0 0 0 0 0 0 0 0
777 2 0 0 0 0 0 0 0 0
778 2 0 0 0 0 0 0 0 0
779 2 0 0 0 0 0 0 0 0
780 0 0 0 0 0 0 0 0 0
781 1 0 0 0 0 0 0 0 0
782 4 0 0 0 0 0 0 0 0
783 1 0 0 0 0 0 0 0 0
784 1 0 0 0 0 0 0 0 0
785 0 0 0 0 0 0 0 0 0
786 1 0 0 0 0 0 0 0 0
787 0 0 0 0 0 0 0 0 0
788 0 0 0 0 0 0 0 0 0
789 2 0 0 0 0 0 0 0 0
790 0 0 0 0 0 0 0 0 0
791 2 0 0 0 0 0 0 0 0
792 2 0 0 0 0 0 0 0 0
793 0 0 0 0 0 0 0 0 0
794 0 0 0 0 0 0 0 0 0
795 4 0 0 0 0 0 0 0 0
796 2 0 0 0 0 0 0 0 0
797 1 0 0 0 0 0 0 0 0
798 2 0 0 0 0 0 0 0 0
799 2 0 0 0 0 0 0 0 0
800 0 0 0 0 0 0 0 0 0
801 0 0 0 0 0 0 0 0 0
802 3 0 0 0 0 0 0 0 0
803 0 0 0 0 0 0 0 0 0
804 0 0 0 0 0 0 0 0 0
805 0 0 0 0 0 0 0 0 0
806 0 0 0 0 0 0 0 0 0
807 0 0 0 0 0 0 0 0 0
808 0 0 0 0 0 0 0 0 0
809 0 0 0 0 0 0 0 0 0
810 3 0 0 0 0 0 0 0 0
811 0 0 0 0 0 0 0 0 0
812 0 0 0 0 0 0 0 0 0
813 0 0 0 0 0 0 0 0 0
814 0 0 0 0 0 0 0 0 0
815 3 0 0 0 0 0 0 0 0
816 0 0 0 0 0 0 0 0 0
817 1 0 0 0 0 0 0 0 0
818 1 0 0 0 0 0 0 0 0
819 4 0 0 0 0 0 0 0 0
820 3 0 0 0 0 0 0 0 0
821 4 0 0 0 0 0 0 0 0
822 0 0 0 0 0 0 0 0 0
823 3 0 0 0 0 0 0 0 0
824 0 0 0 0 0 0 0 0 0
825 0 0 0 0 0 0 0 0 0
826 3 0 0 0 0 0 0 0 0
827 0 0 0 0 0 0 0 0 0
828 3 0 0 0 0 0 0 0 0
829 2 0 0 0 0 0 0 0 0
830 0 0 0 0 0 0 0 0 0
831 0 0 0 0 0 0 0 0 0
832 0 0 0 0 0 0 0 0 0
833 0 0 0 0 0 0 0 0 0
834 5 0 0 0 0 0 0 0 0
835 1 0 0 0 0 0 0 0 0
836 0 0 0 0 0 0 0 0 0
837 1 0 0 0 0 0 0 0 0
838 0 0 0 0 0 0 0 0 0
839 3 0 0 0 0 0 0 0 0
840 0 0 0 0 0 0 0 0 0
841 2 0 0 0 0 0 0 0 0
842 0 0 0 0 0 0 0 0 0
843 1 0 0 0 0 0 0 0 0
844 1 0 0 0 0 0 0 0 0
845 8 0 0 0 0 0 0 0 0
846 1 0 0 0 0 0 0 0 0
847 0 0 0 0 0 0 0 0 0
848 0 0 0 0 0 0 0 0 0
849 4 0 0 0 0 0 0 0 0
850 0 0 0 0 0 0 0 0 0
851 3 0 0 0 0 0 0 0 0
852 6 0 0 0 0 0 0 0 0
853 0 0 0 0 0 0 0 0 0
854 1 0 0 0 0 0 0 0 0
855 3 0 0 0 0 0 0 0 0
856 4 0 0 0 0 0 0 0 0
857 0 0 0 0 0 0 0 0 0
858 5 0 0 0 0 0 0 0 0
859 3 0 0 0 0 0 0 0 0
860 1 0 0 0 0 0 0 0 0
861 2 0 0 0 0 0 0 0 0
862 0 0 0 0 0 0 0 0 0
863 0 0 0 0 0 0 0 0 0
864 2 0 0 0 0 0 0 0 0
865 5 0 0 0 0 0 0 0 0
866 3 0 0 0 0 0 0 0 0
867 0 0 0 0 0 0 0 0 0
868 4 0 0 0 0 0 0 0 0
869 0 0 0 0 0 0 0 0 0
870 2 0 0 0 0 0 0 0 0
871 0 0 0 0 0 0 0 0 0
872 0 0 0 0 0 0 0 0 0
873 0 0 0 0 0 0 0 0 0
874 0 0 0 0 0 0 0 0 0
875 3 0 0 0 0 0 0 0 0
876 4 0 0 0 0 0 0 0 0
877 2 0 0 0 0 0 0 0 0
878 3 0 0 0 0 0 0 0 0
879 5 0 0 0 0 0 0 0 0
880 1 0 0 0 0 0 0 0 0
881 0 0 0 0 0 0 0 0 0
882 2 0 0 0 0 0 0 0 0
883 0 0 0 0 0 0 0 0 0
884 0 0 0 0 0 0 0 0 0
885 1 0 0 0 0 0 0 0 0
886 1 0 0 0 0 0 0 0 0
887 0 0 0 0 0 0 0 0 0
888 1 0 0 0 0 0 0 0 0
889 1 0 0 0 0 0 0 0 0
890 1 0 0 0 0 0 0 0 0
891 0 0 0 0 0 0 0 0 0
892 0 0 0 0 0 0 0 0 0
893 0 0 0 0 0 0 0 0 0
894 2 0 0 0 0 0 0 0 0
895 1 0 0 0 0 0 0 0 0
896 4 0 0 0 0 0 0 0 0
897 3 0 0 0 0 0 0 0 0
898 0 0 0 0 0 0 0 0 0
899 3 0 0 0 0 0 0 0 0
900 0 0 0 0 0 0 0 0 0
901 0 0 0 0 0 0 0 0 0
902 0 0 0 0 0 0 0 0 0
903 0 0 0 0 0 0 0 0 0
904 2 0 0 0 0 0 0 0 0
905 0 0 0 0 0 0 0 0 0
906 3 0 0 0 0 0 0 0 0
907 0 0 0 0 0 0 0 0 0
908 0 0 0 0 0 0 0 0 0
909 0 0 0 0 0 0 0 0 0
910 2 0 0 0 0 0 0 0 0
911 4 0 0 0 0 0 0 0 0
912 2 0 0 0 0 0 0 0 0
913 1 0 0 0 0 0 0 0 0
914 1 0 0 0 0 0 0 0 0
915 0 0 0 0 0 0 0 0 0
916 0 0 0 0 0 0 0 0 0
917 0 0 0 0 0 0 0 0 0
918 3 0 0 0 0 0 0 0 0
919 0 0 0 0 0 0 0 0 0
920 1 0 0 0 0 0 0 0 0
921 3 0 0 0 0 0 0 0 0
922 0 0 0 0 0 0 0 0 0
923 1 0 0 0 0 0 0 0 0
924 0 0 0 0 0 0 0 0 0
925 3 0 0 0 0 0 0 0 0
926 1 0 0 0 0 0 0 0 0
927 2 0 0 0 0 0 0 0 0
928 1 0 0 0 0 0 0 0 0
929 0 0 0 0 0 0 0 0 0
930 3 0 0 0 0 0 0 0 0
931 0 0 0 0 0 0 0 0 0
932 1 0 0 0 0 0 0 0 0
933 2 0 0 0 0 0 0 0 0
934 3 0 0 0 0 0 0 0 0
935 2 0 0 0 0 0 0 0 0
936 3 0 0 0 0 0 0 0 0
937 1 0 0 0 0 0 0 0 0
938 0 0 0 0 0 0 0 0 0
939 1 0 0 0 0 0 0 0 0
940 1 0 0 0 0 0 0 0 0
941 1 0 0 0 0 0 0 0 0
942 0 0 0 0 0 0 0 0 0
943 2 0 0 0 0 0 0 0 0
944 1 0 0 0 0 0 0 0 0
945 0 0 0 0 0 0 0 0 0
946 0 0 0 0 0 0 0 0 0
947 2 0 0 0 0 0 0 0 0
948 2 0 0 0 0 0 0 0 0
949 6 0 0 0 0 0 0 0 0
950 1 0 0 0 0 0 0 0 0
951 0 0 0 0 0 0 0 0 0
952 0 0 0 0 0 0 0 0 0
953 2 0 0 0 0 0 0 0 0
954 0 0 0 0 0 0 0 0 0
955 1 0 0 0 0 0 0 0 0
956 0 0 0 0 0 0 0 0 0
957 3 0 0 0 0 0 0 0 0
958 0 0 0 0 0 0 0 0 0
959 1 0 0 0 0 0 0 0 0
960 0 0 0 0 0 0 0 0 0
961 2 0 0 0 0 0 0 0 0
962 0 0 0 0 0 0 0 0 0
963 0 0 0 0 0 0 0 0 0
964 0 0 0 0 0 0 0 0 0
965 4 0 0 0 0 0 0 0 0
966 0 0 0 0 0 0 0 0 0
967 1 0 0 0 0 0 0 0 0
968 3 0 0 0 0 0 0 0 0
969 2 0 0 0 0 0 0 0 0
970 0 0 0 0 0 0 0 0 0
971 1 0 0 0 0 0 0 0 0
972 0 0 0 0 0 0 0 0 0
973 0 0 0 0 0 0 0 0 0
974 0 0 0 0 0 0 0 0 0
975 0 0 0 0 0 0 0 0 0
976 2 0 0 0 0 0 0 0 0
977 0 0 0 0 0 0 0 0 0
978 3 0 0 0 0 0 0 0 0
979 0 0 0 0 0 0 0 0 0
980 2 0 0 0 0 0 0 0 0
981 0 0 0 0 0 0 0 0 0
982 0 0 0 0 0 0 0 0 0
983 0 0 0 0 0 0 0 0 0
984 1 0 0 0 0 0 0 0 0
985 3 0 0 0 0 0 0 0 0
986 0 0 0 0 0 0 0 0 0
987 2 0 0 0 0 0 0 0 0
988 3 0 0 0 0 0 0 0 0
989 1 0 0 0 0 0 0 0 0
990 1 0 0 0 0 0 0 0 0
991 1 0 0 0 0 0 0 0 0
992 0 0 0 0 0 0 0 0 0
993 0 0 0 0 0 0 0 0 0
994 0 0 0 0 0 0 0 0 0
995 0 0 0 0 0 0 0 0 0
996 1 0 0 0 0 0 0 0 0
997 3 0 0 0 0 0 0 0 0
998 0 0 0 0 0 0 0 0 0
999 0 0 0 0 0 0 0 0 0
1000 1 0 0 0 0 0 0 0 0
