link load
2-1 1
1-2 0.988571
11-1 1
1-11 1
11-2 0
2-11 0
11-10 1
10-11 1
3-2 1
2-3 0.988571
4-3 0.0314286
3-4 0.0391837
5-4 0.610816
4-5 1
6-5 0.970816
5-6 1
7-6 0.302857
6-7 1
8-4 1
4-8 0.618571
8-7 1
7-8 -1.484889309017026e-17
9-3 1
3-9 0.980816
9-8 0.599388
8-9 1
10-9 0.618571
9-10 1
