AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 10 4 2 2 
2 0 10 4 2 2 
3 3 10 4 2 2 
4 10 10 4 2 2 
5 1 10 4 2 2 
6 23 10 4 2 2 
7 2 10 4 2 2 
