#q1_cache #q1_prod #q2_cache #q2_prod #q3_cache #q3_prod #q4_cache #q4_prod #q5_cache #q5_prod tot_req
279.333 3007.47 1832.54 1936.26 1052.4 -3.33333360913457e-12 437 -1.887379141862766e-15 3811 3747 16124
