AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 0 0 0 100 
2 0 0 0 0 100 
3 0 0 0 0 100 
4 0 0 0 0 100 
5 0 0 0 0 100 
6 0 0 0 0 100 
7 0 0 0 0 100 
8 0 0 0 0 100 
9 0 0 0 0 100 
10 0 0 0 0 100 
