link load
1-2 0.607143
2-1 0.307143
2-3 0.778571
3-2 0.285714
1-4 0.578571
4-1 0.171429
3-5 0.75
5-3 0.221429
5-6 0.535714
6-5 0.171429
3-7 0.371429
7-3 0.371429
7-8 0.371429
8-7 0.371429
5-9 0.9
9-5 0.171429
3-10 0.728571
10-3 0.371429
