link load
2-1 0.995102
1-2 1
11-1 1
1-11 1
11-2 1
2-11 1
11-10 1
10-11 1
3-2 0.995102
2-3 1
4-3 0.921633
3-4 1
5-4 1
4-5 1
6-5 1
5-6 1
7-6 1
6-7 1
8-4 0.921633
4-8 1
8-7 1
7-8 0.995102
9-3 1
3-9 0.926531
9-8 0.926531
8-9 1
10-9 1
9-10 1
