#q1_cache #q1_prod #q2_cache #q2_prod #q3_cache #q3_prod #q4_cache #q4_prod #q5_cache #q5_prod tot_req
274 4 709.622 192.709 610 1163.01 706 17.0444 2284 1786.61 7851
