AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 5 10 3 0 6 
2 2 2 1 0 9 
3 4 11 1 0 7 
4 1 8 3 0 7 
5 1 8 3 0 7 
6 2 6 2 1 7 
7 2 4 0 0 9 
8 6 13 2 0 6 
9 2 8 5 0 6 
10 4 3 0 0 9 
