link load
1-2 0.755714
2-1 1
2-3 1
3-2 0.936122
2-4 0.978776
4-2 1
4-5 1
5-4 0.749796
2-6 1
6-2 0.971224
3-7 1
7-3 0.794082
6-8 1
8-6 0.61551
3-9 1
9-3 0.761429
2-10 0
10-2 0.187143
