AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 5 0 0 4 
2 0 25 0 0 0 
3 0 16 4 0 0 
4 0 25 0 0 0 
5 0 5 2 0 3 
6 0 25 0 0 0 
7 0 1 3 2 2 
8 0 2 1 3 2 
9 0 4 3 1 2 
10 0 25 0 0 0 
