AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 22 1 0 5 
2 0 0 0 0 0 
3 0 0 0 0 0 
4 0 0 0 0 0 
5 2 23 1 1 4 
6 0 0 0 0 0 
7 0 15 3 1 5 
8 2 20 4 0 4 
9 2 24 0 0 5 
10 0 0 0 0 0 
