link load
2-1 1
1-2 0.00612245
11-1 1
1-11 0.564082
11-2 0.878776
2-11 1
11-10 1
10-11 0.745306
3-2 1
2-3 0.28898
4-3 1
3-4 0.683673
5-4 0.0653061
4-5 1
6-5 0.94449
5-6 1
7-6 1
6-7 0.273878
8-4 1
4-8 -4.081589488160549e-16
8-7 1
7-8 5.074609213565685e-16
9-3 1
3-9 0.816531
9-8 0.00326531
8-9 1
10-9 -7.842071663246166e-17
9-10 1
