AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 0 2 0 4 
2 0 25 0 0 0 
3 0 25 0 0 0 
4 0 25 0 0 0 
5 1 0 2 0 4 
6 0 25 0 0 0 
7 0 0 2 0 4 
8 0 0 0 0 5 
9 0 0 3 1 3 
10 0 25 0 0 0 
