#rank requests AS=1 AS=2 AS=3 AS=4 AS=5 AS=6 AS=7 AS=8 AS=9 AS=10 AS=11
1 2475 0 0 0 0 1 1 0 0 0 0 0
2 1137 0 0 0 0 0 0 0 0 0 0 0
3 785 0 0 0 0 0 0 0 0 0 0 1
4 598 0 0 0 0 0 0 0 0 0 1 0
5 439 0 0 0 0 0 0 0 0 0 0 0
6 387 0 0 0 0 0 0 0 0 1 0 0
7 318 0 0 0 0 0 0 0 0 0 0 0
8 305 0 0 0 0 0 0 0 0 0 0 0
9 262 0 0 0 0 0 0 0 0 0 0 0
10 244 0 0 0 0 0 0 0 0 0 0 0
11 230 0 0 0 0 0 0 0 0 0 0 0
12 218 0 0 0 0 0 0 0 0 0 0 0
13 183 0 0 0 0 0 0 0 0 0 0 0
14 165 0 0 0 0 0 0 0 0 0 0 0
15 154 0 0 0 0 0 0 0 0 0 0 0
16 146 0 0 0 0 0 0 0 0 0 0 0
17 140 0 0 0 1 0 0 0 0 0 0 0
18 122 0 0 0 0 0 0 0 0 0 0 0
19 117 0 0 0 0 0 0 0 0 0 0 0
20 114 0 0 0 0 0 0 0 0 0 0 0
21 119 0 0 0 0 0 0 0 0 0 0 0
22 107 0 0 0 0 0 0 0 0 0 0 0
23 109 0 0 0 0 0 0 0 0 0 0 0
24 92 0 0 0 0 0 0 0 0 0 0 0
25 89 0 0 0 0 0 0 0 0 0 0 0
26 83 0 0 0 0 0 0 0 0 0 0 0
27 93 0 0 0 0 0 0 0 0 0 0 0
28 98 0 0 0 0 0 0 0 0 0 0 0
29 81 0 0 0 0 0 0 0 0 0 0 0
30 85 0 0 0 0 0 0 0 0 0 0 0
31 69 0 0 0 0 0 0 0 0 0 0 0
32 79 0 0 0 0 0 0 0 0 0 0 0
33 72 0 0 0 0 0 0 0 0 0 0 0
34 70 0 0 0 0 0 0 0 0 0 0 0
35 60 0 0 0 0 0 0 0 0 0 0 0
36 61 0 0 0 0 0 0 0 0 0 0 0
37 76 0 0 0 0 0 0 0 0 0 0 0
38 59 0 0 0 0 0 0 0 0 0 0 0
39 55 0 0 0 0 0 0 0 0 0 0 0
40 55 0 0 0 0 0 0 0 0 0 0 0
41 66 0 0 0 0 0 0 0 0 0 0 0
42 56 0 0 0 0 0 0 0 0 0 0 0
43 40 0 0 0 0 0 0 0 0 0 0 0
44 44 0 0 0 0 0 0 0 0 0 0 0
45 40 0 0 0 0 0 0 0 0 0 0 0
46 47 0 0 0 0 0 0 0 0 0 0 0
47 43 0 0 0 0 0 0 0 0 0 0 0
48 44 0 0 0 0 0 0 0 0 0 0 0
49 43 0 0 0 0 0 0 0 0 0 0 0
50 51 0 0 0 0 0 0 0 0 0 0 0
51 46 0 0 0 0 0 0 0 0 0 0 0
52 45 0 0 0 0 0 0 0 0 0 0 0
53 52 0 0 0 0 0 0 0 0 0 0 0
54 50 0 0 0 0 0 0 0 0 0 0 0
55 42 0 0 0 0 0 0 0 0 0 0 0
56 43 0 0 0 0 0 0 0 0 0 0 0
57 40 0 0 0 0 0 0 0 0 0 0 0
58 43 0 0 0 0 0 0 0 0 0 0 0
59 39 0 0 0 0 0 0 0 0 0 0 0
60 35 0 0 0 0 0 0 0 0 0 0 0
61 36 0 0 0 0 0 0 0 0 0 0 0
62 35 0 0 0 0 0 0 0 0 0 0 0
63 41 0 0 0 0 0 0 0 0 0 0 0
64 36 0 0 0 0 0 0 0 0 0 0 0
65 40 0 0 0 0 0 0 0 0 0 0 0
66 34 0 0 0 0 0 0 0 0 0 0 0
67 36 0 0 0 0 0 0 0 0 0 0 0
68 27 0 0 0 0 0 0 0 0 0 0 0
69 34 0 0 0 0 0 0 0 0 0 0 0
70 37 0 0 0 0 0 0 0 0 0 0 0
71 42 0 0 0 0 0 0 0 0 0 0 0
72 30 0 0 0 0 0 0 0 0 0 0 0
73 33 0 0 0 0 0 0 0 0 0 0 0
74 34 0 0 0 0 0 0 0 0 0 0 0
75 24 0 0 0 0 0 0 0 0 0 0 0
76 29 0 0 0 0 0 0 0 0 0 0 0
77 36 0 0 0 0 0 0 0 0 0 0 0
78 27 0 0 0 0 0 0 0 0 0 0 0
79 29 0 0 0 0 0 0 0 0 0 0 0
80 27 0 0 0 0 0 0 0 0 0 0 0
81 30 0 0 0 0 0 0 0 0 0 0 0
82 30 0 0 0 0 0 0 0 0 0 0 0
83 29 0 0 0 0 0 0 0 0 0 0 0
84 23 0 0 0 0 0 0 0 0 0 0 0
85 33 0 0 0 0 0 0 0 0 0 0 0
86 31 0 0 0 0 0 0 0 0 0 0 0
87 22 0 0 0 0 0 0 0 0 0 0 0
88 35 0 0 0 0 0 0 0 0 0 0 0
89 24 0 0 0 0 0 0 0 0 0 0 0
90 25 0 0 0 0 0 0 0 0 0 0 0
91 25 0 0 0 0 0 0 0 0 0 0 0
92 18 0 0 0 0 0 0 0 0 0 0 0
93 28 0 0 0 0 0 0 0 1 0 0 0
94 28 0 0 0 0 0 0 0 0 0 0 0
95 20 0 0 0 0 0 0 0 0 0 0 0
96 22 0 0 0 0 0 0 0 0 0 0 0
97 16 0 0 0 0 0 0 0 0 0 0 0
98 26 0 0 0 0 0 0 0 0 0 0 0
99 20 0 0 0 0 0 0 0 0 0 0 0
100 29 0 0 0 0 0 0 0 0 0 0 0
