#rank requests AS=1 AS=2 AS=3 AS=4 AS=5 AS=6 AS=7 AS=8 AS=9 AS=10 AS=11
1 200 0 0 0 0 0 0 0 0 0 0 0
2 100 0 0 0 0 0 0 0 0 0 0 0
3 200 0 0 0 0 0 0 0 0 0 0 0
