#rank requests AS=1 AS=2 AS=3 AS=4 AS=5 AS=6 AS=7 AS=8 AS=9 AS=10 AS=11
1 2439 0 0 0 0 0 0 1 0 0 0 0
2 1161 0 0 0 0 0 0 0 0 0 0 0
3 796 0 0 0 0 0 0 0 0 0 0 0
4 619 0 0 0 0 0 0 0 0 0 0 0
5 458 0 0 0 0 0 0 0 0 0 0 0
6 439 0 0 0 0 0 0 0 0 0 0 0
7 344 0 0 0 0 0 0 0 0 0 0 0
8 274 0 0 0 0 0 0 0 0 0 0 0
9 259 0 0 0 0 0 0 0 0 0 0 0
10 255 0 0 0 0 0 0 0 0 0 0 0
11 207 0 0 0 0 0 0 0 0 0 0 0
12 181 0 0 0 0 0 0 0 0 0 0 0
13 183 0 0 0 0 0 0 0 0 0 0 0
14 161 0 0 0 0 0 0 0 0 0 0 0
15 154 0 0 0 0 0 0 0 0 0 0 0
16 137 0 0 0 0 0 0 0 0 0 0 0
17 149 0 0 0 0 0 0 0 0 0 0 0
18 116 0 0 0 0 0 0 0 0 0 0 0
19 115 0 0 0 0 0 0 0 0 0 0 0
20 110 0 0 0 0 0 0 0 0 0 0 0
21 112 0 0 0 0 0 0 0 0 0 0 0
22 102 0 0 0 0 0 0 0 0 0 0 0
23 96 0 0 0 0 0 0 0 0 0 0 0
24 106 0 0 0 0 0 0 0 0 0 0 0
25 82 0 0 0 0 0 0 0 0 0 0 0
26 81 0 0 0 0 0 0 0 0 0 0 0
27 72 0 0 0 0 0 0 0 0 0 0 0
28 100 0 0 0 0 0 0 0 0 0 0 0
29 81 0 0 0 0 0 0 0 0 0 0 0
30 76 0 0 0 0 0 0 0 0 0 0 0
31 66 0 0 0 0 0 0 0 0 0 0 0
32 71 0 0 0 0 0 0 0 0 0 0 0
33 76 0 0 0 0 0 0 0 0 0 0 0
34 59 0 0 0 0 0 0 0 0 0 0 0
35 65 0 0 0 0 0 0 0 0 0 0 0
36 64 0 0 0 0 0 0 0 0 0 0 0
37 58 0 0 0 0 0 0 0 0 0 0 0
38 70 0 0 0 0 0 0 0 0 0 0 0
39 53 0 0 0 0 0 0 0 0 0 0 0
40 61 0 0 0 0 0 0 0 0 0 0 0
41 66 0 0 0 0 0 0 0 0 0 0 0
42 56 0 0 0 0 0 0 0 0 0 0 0
43 61 0 0 0 0 0 0 0 0 0 0 0
44 58 0 0 0 0 0 0 0 0 0 0 0
45 56 0 0 0 0 0 0 0 0 0 0 0
46 44 0 0 0 0 0 0 0 0 0 0 0
47 48 0 0 0 0 0 0 0 0 0 0 0
48 34 0 0 0 0 0 0 0 0 0 0 0
49 46 0 0 0 0 0 0 0 0 0 0 0
50 47 0 0 0 0 0 0 0 0 0 0 0
51 49 0 0 0 0 0 0 0 0 0 0 0
52 49 0 0 0 0 0 0 0 0 0 0 0
53 49 0 0 0 0 0 0 0 0 0 0 0
54 49 0 0 0 0 0 0 0 0 0 0 0
55 52 0 0 0 0 0 0 0 0 0 0 0
56 60 0 0 0 0 0 0 0 0 0 0 0
57 43 0 0 0 0 0 0 0 0 0 0 0
58 37 0 0 0 0 0 0 0 0 0 0 0
59 36 0 0 0 0 0 0 0 0 0 0 0
60 33 0 0 0 0 0 0 0 0 0 0 0
61 37 0 0 0 0 0 0 0 0 0 0 0
62 32 0 0 0 0 0 0 0 0 0 0 0
63 37 0 0 0 0 0 0 0 0 0 0 0
64 37 0 0 0 0 0 0 0 0 0 0 0
65 33 0 0 0 0 0 0 0 0 0 0 0
66 35 0 0 0 0 0 0 0 0 0 0 0
67 31 0 0 0 0 0 0 0 0 0 0 0
68 27 0 0 0 0 0 0 0 0 0 0 0
69 33 0 0 0 0 0 0 0 0 0 0 0
70 35 0 0 0 0 0 0 0 0 0 0 0
71 28 0 0 0 0 0 0 0 0 0 0 0
72 26 0 0 0 0 0 0 0 0 0 0 0
73 36 0 0 0 0 0 0 0 0 0 0 0
74 24 0 0 0 0 0 0 0 0 0 0 0
75 35 0 0 0 0 0 0 0 0 0 0 0
76 39 0 0 0 0 0 0 0 0 0 0 0
77 25 0 0 0 0 0 0 0 0 0 0 0
78 31 0 0 0 0 0 0 0 0 0 0 0
79 28 0 0 0 0 0 0 0 0 0 0 0
80 24 0 0 0 0 0 0 0 0 0 0 0
81 27 0 0 0 0 0 0 0 0 0 0 0
82 25 0 0 0 0 0 0 0 0 0 0 0
83 30 0 0 0 0 0 0 0 0 0 0 0
84 30 0 0 0 0 0 0 0 0 0 0 0
85 31 0 0 0 0 0 0 0 0 0 0 0
86 32 0 0 0 0 0 0 0 0 0 0 0
87 19 0 0 0 0 0 0 0 0 0 0 0
88 28 0 0 0 0 0 0 0 0 0 0 0
89 32 0 0 0 0 0 0 0 0 0 0 0
90 22 0 0 0 0 0 0 0 0 0 0 0
91 28 0 0 0 0 0 0 0 0 0 0 0
92 27 0 0 0 0 0 0 0 0 0 0 0
93 19 0 0 0 0 0 0 0 0 0 0 0
94 32 0 0 0 0 0 0 0 0 0 0 0
95 26 0 0 0 0 0 0 0 0 0 0 0
96 31 0 0 0 0 0 0 0 0 0 0 0
97 20 0 0 0 0 0 0 0 0 0 0 0
98 23 0 0 0 0 0 0 0 0 0 0 0
99 21 0 0 0 0 0 0 0 0 0 0 0
100 22 0 0 0 0 0 0 0 0 0 0 0
