link load
2-1 1
1-2 -3.745633281995448e-15
11-1 1
1-11 0.222449
11-2 0.763673
2-11 1
11-10 1
10-11 1
3-2 1
2-3 0.256531
4-3 1
3-4 0.848367
5-4 0.04
4-5 1
6-5 0.966122
5-6 1
7-6 1
6-7 0.852449
8-4 1
4-8 0.0614286
8-7 1
7-8 0.0330612
9-3 1
3-9 0.592449
9-8 0.00714286
8-9 1
10-9 0.00326531
9-10 1
