AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 4 4 4 4 
2 0 4 4 4 4 
3 0 4 4 4 4 
4 0 4 4 4 4 
5 0 4 4 4 4 
6 4 4 4 4 4 
7 0 4 4 4 4 
