AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 0 0 0 0 
2 0 0 0 0 0 
3 0 0 0 0 0 
4 0 0 0 0 0 
5 2 7 1 0 3 
6 8 3 0 1 3 
7 7 7 0 0 3 
8 3 3 1 1 3 
