link load
2-1 1
1-2 0.107347
11-1 1
1-11 1.410644843566174e-16
11-2 0.542857
2-11 1
11-10 1
10-11 1
3-2 1
2-3 0.254898
4-3 1
3-4 0.731837
5-4 0.16102
4-5 1
6-5 0.804694
5-6 1
7-6 1
6-7 0.884286
8-4 1
4-8 0.0828571
8-7 1
7-8 0.000816327
9-3 1
3-9 0.882857
9-8 0.0971429
8-9 1
10-9 0.0106122
9-10 1
