#rank requests AS=1 AS=2 AS=3 AS=4 AS=5 AS=6 AS=7 AS=8 AS=9 AS=10
1 5556 0 0 0 0 0 0 0 0 0 0
2 2832 0 0 0 0 0 0 0 0 0 0
3 1896 0 0 0 0 0 0 0 0 0 0
4 1378 0 0 0 0 0 0 0 0 0 0
5 1090 0 0 0 0 0 0 0 0 0 0
6 898 0 0 0 0 0 0 0 0 0 0
7 802 0 0 0 0 0 0 0 0 0 0
8 716 0 0 0 0 0 0 0 0 0 0
9 583 0 0 0 0 0 0 0 0 0 0
10 581 0 0 0 0 0 0 0 0 0 0
