AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 0 0 0 38 
2 0 0 0 0 41 
3 0 0 0 0 37 
4 0 0 0 0 37 
5 0 0 0 0 48 
6 0 0 0 0 51 
7 0 0 0 0 33 
8 0 0 0 0 48 
9 0 0 0 0 37 
10 0 0 0 0 42 
