AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 0 0 0 0 
2 0 0 0 0 0 
3 0 0 0 0 1 
4 0 0 0 0 1 
5 0 0 0 0 1 
6 0 0 0 0 0 
7 0 0 0 0 0 
8 0 0 0 0 1 
9 0 0 0 0 1 
10 0 0 0 0 0 
