#rank requests AS=1 AS=2 AS=3 AS=4 AS=5 AS=6 AS=7 AS=8 AS=9 AS=10 AS=11
1 784 0 0 0 0 0 0 0 0 0 0 0
2 402 0 0 0 0 0 0 0 0 0 0 0
3 256 0 0 0 0 0 0 0 0 0 0 0
4 199 0 0 0 0 0 0 0 0 0 0 0
5 153 0 0 0 0 0 0 1 0 0 0 0
6 116 0 0 0 0 0 0 0 0 0 0 1
7 91 0 0 0 0 0 0 0 0 0 0 0
8 107 0 0 0 0 0 0 0 0 0 0 1
9 96 0 0 0 0 0 0 0 0 0 0 0
10 79 0 0 1 0 0 0 0 0 0 0 0
11 67 0 0 0 0 0 0 0 0 0 0 0
12 78 0 0 0 0 0 0 0 0 0 0 0
13 61 0 0 0 0 0 0 0 0 0 0 0
14 59 0 1 0 0 0 0 0 0 0 0 0
15 50 0 1 0 0 0 0 0 0 0 0 0
16 47 0 0 0 0 0 0 0 0 0 0 0
17 50 0 0 0 0 0 0 0 0 0 0 0
18 47 0 0 0 0 0 0 0 0 0 0 0
19 40 0 0 0 0 0 0 0 0 0 0 0
20 47 0 0 0 0 0 0 0 0 0 0 0
21 35 0 0 0 0 0 0 0 0 0 0 0
22 41 0 0 0 0 0 0 0 0 0 0 0
23 33 0 0 0 0 0 0 0 0 0 0 0
24 26 0 0 0 0 0 0 0 0 0 0 0
25 22 0 0 0 0 0 0 0 0 0 0 0
26 24 0 0 0 0 0 0 0 0 0 0 0
27 31 0 0 0 0 0 0 0 0 0 0 0
28 15 0 0 0 0 0 0 0 0 0 0 0
29 23 0 0 0 0 0 0 0 0 0 0 0
30 24 0 0 0 0 0 0 0 0 0 0 0
31 19 0 0 0 0 0 0 0 0 0 0 0
32 23 0 0 0 0 0 0 0 0 0 0 0
33 34 0 0 0 0 0 0 0 0 0 0 0
34 15 0 0 0 0 0 0 0 0 0 0 0
35 36 0 0 0 0 0 0 0 0 0 0 0
36 23 0 0 0 0 0 0 0 0 0 0 0
37 19 0 0 0 0 0 0 0 0 0 0 0
38 21 0 0 0 0 0 0 0 0 0 0 0
39 23 0 0 0 0 0 0 0 0 0 0 0
40 17 0 0 0 0 0 0 0 0 0 0 0
41 17 0 0 0 0 0 0 0 0 0 0 0
42 26 0 0 0 0 0 0 0 0 0 0 0
43 24 0 0 0 0 0 0 0 0 0 0 0
44 28 0 0 0 0 0 0 0 0 0 0 0
45 20 0 0 0 0 0 0 0 0 0 0 0
46 18 0 0 0 0 0 0 0 0 0 0 0
47 13 0 0 0 0 0 0 0 0 0 0 0
48 24 0 0 0 0 0 0 0 0 0 0 0
49 13 0 0 0 0 0 0 0 0 0 0 0
50 13 0 0 0 0 0 0 0 0 0 0 0
51 15 0 0 0 0 0 0 0 0 0 0 0
52 19 0 0 0 0 0 0 0 0 0 0 0
53 12 0 0 0 0 0 0 0 0 0 0 0
54 12 0 0 0 0 0 0 0 0 0 0 0
55 15 0 0 0 0 0 0 0 0 0 0 0
56 19 0 0 0 0 0 0 0 0 0 0 0
57 11 0 0 0 0 0 0 0 0 0 0 0
58 11 0 0 0 0 0 0 0 0 0 0 0
59 13 0 0 0 0 0 0 0 0 0 0 0
60 15 0 0 0 0 0 0 0 0 0 0 0
61 9 0 0 0 0 0 0 0 0 0 0 0
62 21 0 0 0 0 0 0 0 0 0 0 0
63 22 0 0 0 0 0 0 0 0 1 0 0
64 16 0 0 0 0 0 0 0 0 0 0 0
65 6 0 0 0 0 0 0 0 0 0 0 0
66 13 0 0 0 0 0 0 0 0 0 0 0
67 10 0 0 0 0 0 0 0 0 0 0 0
68 16 0 0 0 0 0 0 0 0 0 0 0
69 10 0 0 0 0 0 0 0 0 0 0 0
70 5 0 0 0 0 0 0 0 0 0 0 0
71 13 0 0 0 0 0 0 0 0 0 0 0
72 12 0 0 0 0 0 0 0 0 0 0 0
73 13 0 0 0 0 0 0 0 0 0 0 0
74 7 0 0 0 0 0 0 0 0 0 0 0
75 8 0 0 0 0 0 0 0 0 0 0 0
76 11 0 0 0 0 0 0 0 0 0 0 0
77 5 0 0 0 0 0 0 0 0 0 0 0
78 8 0 0 0 0 0 0 0 0 0 0 0
79 11 0 0 0 0 0 0 0 0 0 0 0
80 9 0 0 0 0 0 0 0 0 0 0 0
81 6 0 0 0 0 0 0 0 0 0 0 0
82 9 0 0 0 0 0 0 0 0 0 0 0
83 16 0 0 0 0 0 0 0 0 0 0 0
84 8 0 0 0 0 0 0 0 0 0 0 0
85 13 0 0 0 0 0 0 0 0 0 0 0
86 19 0 0 0 0 0 0 0 0 0 0 0
87 12 0 0 0 0 0 0 0 0 0 0 0
88 8 0 0 0 0 0 0 0 0 0 0 0
89 10 0 0 0 0 0 0 0 0 0 0 0
90 7 0 0 0 0 0 0 0 0 0 0 0
91 8 0 0 0 0 0 0 0 0 0 0 0
92 9 0 0 0 0 0 0 0 0 0 0 0
93 11 0 0 0 0 0 0 0 0 0 0 0
94 12 0 0 0 0 0 0 0 0 0 0 0
95 11 0 0 0 0 0 0 0 0 0 0 0
96 9 0 0 0 0 0 0 0 0 0 0 0
97 9 0 0 0 0 0 0 0 0 0 0 0
98 8 0 0 0 0 0 0 0 0 0 0 0
99 4 0 0 0 0 0 0 0 0 0 0 0
100 8 0 0 0 0 0 0 0 0 0 0 0
