link load
2-1 1
1-2 0.392857
11-1 1
1-11 0.567959
11-2 0.853673
2-11 1
11-10 1
10-11 0.866327
3-2 1
2-3 0.451633
4-3 1
3-4 0.751633
5-4 -2.040794744080275e-15
4-5 0.928776
6-5 1
5-6 0.985714
7-6 1
6-7 0.457551
8-4 1
4-8 0
8-7 1
7-8 0
9-3 1
3-9 0.935102
9-8 0.00734694
8-9 1
10-9 0
9-10 1
